Date,Session Title,Player Name,Split Name,Tags,Split Start Time,Split End Time,Duration,Distance (km),Sprint Distance (m),Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Top Speed (km/h),Distance Per Min (m/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration (m/s/s),Max Acceleration (m/s/s),Distance in Speed Zone 1  (km),Distance in Speed Zone 2  (km),Distance in Speed Zone 3  (km),Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (km),Distance in Deceleration Zones: 1 - 2 m/s/s  (km),Distance in Deceleration Zones: 2 - 3 m/s/s  (km),Distance in Deceleration Zones: 3 - 4 m/s/s  (km),Distance in Deceleration Zones: > 4 m/s/s  (km),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (km),Distance in Acceleration Zones: 1 - 2 m/s/s  (km),Distance in Acceleration Zones: 2 - 3 m/s/s  (km),Distance in Acceleration Zones: 3 - 4 m/s/s  (km),Distance in Acceleration Zones: > 4 m/s/s  (km),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (km),Distance in Power Zone: 5 - 10 w/kg  (km),Distance in Power Zone: 10 - 15 w/kg  (km),Distance in Power Zone: 15 - 20 w/kg  (km),Distance in Power Zone: 20 - 25 w/kg  (km),Distance in Power Zone: 25 - 30 w/kg  (km),Distance in Power Zone: 30 - 35 w/kg  (km),Distance in Power Zone: 35 - 40 w/kg  (km),Distance in Power Zone: 40 - 45 w/kg  (km),Distance in Power Zone: 45 - 50 w/kg  (km),Distance in Power Zone: > 50 w/kg  (km),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
46041,NEC FC - TRAINING SESSION - LUZIRA,JACKSON SSEMBATYA-NEC FC-CB,all, training, 46041.521155093,46041.587553241,"4507",6.5008,13.263,3,787.1837,9,0,0,332.8483,21.7282,86.5433,5.2433,28.7343,17,4.2186,6.0667,"0.8395","2.5154","3.1327","0.0133","0","3450.3","1426.7","857.3","2.4","0","124","9","0","0","0","0","3","0","0","0","2.7693","0.4435","0.1299","0.0289","0.0006","1863.2","232.1","57.6","11.2","0.3","2.6107","0.3976","0.0946","0.0225","0.0033","3263.5","236.8","54.9","14.7","2.4","1.2262","1.1845","2.0101","1.4208","0.4445","0.123","0.038","0.0213","0.0129","0.0095","0.01","3772.9","707.1","672","395.1","123.6","35.3","12.4","7.2","4.3","3.5","3.3","5736.8","0","0","0","0","0","193","111","43","8","0","180","120","42","2"
46042,NEC FC - TRAINING SESSION - Luzira ,JACKSON SSEMBATYA-NEC FC-CB,all, training, 46042.509935185,46042.577155093,"4686",5.1513,349.841,35,662.3986,1,0,0,274.7426,25.3922,65.9574,4.3583,19.3922,0,5.5245,6.2852,"1.1134","2.7587","0.9294","0.3377","0.0122","3825.3","1672","248.6","59.9","1.7","101","1","0","0","0","0","32","2","1","0","1.9834","0.4693","0.1695","0.0811","0.0196","2020.1","239.1","67.2","26.3","6","1.7969","0.4251","0.142","0.0524","0.012","3096.7","244.8","75.7","25","6.6","1.628","1.4812","0.826","0.4356","0.2865","0.171","0.0944","0.0658","0.0482","0.0329","0.0816","4254.3","909.6","315.8","131.4","72.5","41.5","24","16.3","11.6","8.1","22.4","5807.8","0","0","0","0","0","126","97","55","24","0","126","104","49","30"
46043,NEC FC - TRAINING SESSION - LUGOGO,JACKSON SSEMBATYA-NEC FC-CB,all, training, 46043.621916667,46043.706193287,"5696",6.3448,200.71,29,786.9216,2,0,0,342.0456,26.7362,66.8346,4.1295,21.0396,0,5.6035,4.9445,"1.225","3.7119","1.2072","0.1897","0.011","4733.6","2187.9","323.5","35","1.5","100","2","0","0","0","0","23","6","0","0","2.5268","0.5488","0.1822","0.0503","0.0172","2494.2","275.2","68.7","15.7","5.6","2.3259","0.5046","0.1532","0.0291","0.0067","4044.8","283.9","76","14","3.4","1.8492","2.052","1.1377","0.599","0.3145","0.1445","0.0798","0.0562","0.034","0.023","0.0548","5260.9","1213.1","438.4","179.2","83.2","40.4","22","14.9","9.1","5.7","14.6","7281.5","0","0","0","0","0","198","146","37","17","0","189","129","45","19"
46044,NEC FC - TRAINING SESSION - LUZIRA,JACKSON SSEMBATYA-NEC FC-CB,all, training, 46044.372247685,46044.443927083,"5149",5.4781,109.835,20,684.2435,2,0,0,306.3606,25.6242,63.8351,4.2218,19.9096,0,5.6178,6.2667,"1.2369","3.0495","1.0819","0.104","0.0058","4057.6","1821.6","294","19","0.8","79","2","0","0","0","0","18","2","0","0","2.1941","0.5228","0.1564","0.0475","0.0082","2249","275","63.3","16.1","2.7","1.895","0.487","0.1336","0.0292","0.0042","3196.7","299.2","71.1","17.3","2.6","1.8095","1.5604","1.0203","0.5245","0.2414","0.1223","0.0764","0.0401","0.0299","0.0192","0.0344","4538.4","943","389.3","161","68.6","35.3","22.1","11.7","8.4","5.4","9.8","6193.1","0","0","0","0","0","180","124","40","14","0","157","112","50","12"
46046,MD13 - NEC FC - KITARA FC - HOME - LEAGUE- DRAW,JACKSON SSEMBATYA-NEC FC-CB,all, game, 46046.657415509,46046.753178241,"5397",8.3987,459.121,48,1065.8112,15,0,0,415.5229,25.6802,93.3712,4.9222,25.8769,0,8.8364,5.7172,"1.0784","4.5462","2.315","0.4476","0.0115","4970","2599","622.9","80.3","1.6","281","15","0","0","0","0","36","8","3","1","3.2801","0.7458","0.2391","0.076","0.0324","2271","327.4","85.7","23.7","9.7","3.03","0.7249","0.2101","0.0456","0.0147","5087.6","348","91","22","7.7","1.7547","2.3464","1.8847","1.1088","0.5606","0.2943","0.1464","0.1052","0.0581","0.0389","0.1007","5541","1397.5","683.2","320.1","144.3","72.9","37.5","27.1","14","10","26.2","8273.8","0","0","0","0","0","210","161","53","27","0","208","146","43","42"
46042,URA FC VS AMIGOSI UNITED WIN,NELSON SENKANTUKA-URA FC-CF,all, training, 46042.389590278,46042.526125,"9475",7.1829,953.675,57,957.3034,1,0,0,369.8614,28.0482,45.4856,2.8653,11.6016,0,6.4297,5.226,"1.5396","3.073","1.6166","0.8979","0.0558","9265.8","1944.6","422.8","155.8","7.6","118","1","0","0","0","0","28","14","13","2","2.9286","0.4865","0.1489","0.073","0.0389","3484.8","206","48","19.8","10.2","2.7925","0.52","0.1556","0.0335","0.0055","7723","226.7","60","15.2","2.9","2.2933","1.5822","0.9838","0.7317","0.6045","0.4109","0.2013","0.135","0.0757","0.0536","0.111","9908.7","994.5","351.6","201.3","133.6","81.8","41.8","29.6","15.9","12.4","25.4","11796.6","0","0","0","0","0","102","75","35","19","0","112","56","32","28"
46043,MD13-URA FC DAY5 TRAINING NAKIVUBO ,NELSON SENKANTUKA-URA FC-CF,all, training, 46043.645461806,46043.796222222,"10575",6.9257,440.874,37,915.0452,6,0,0,382.2822,26.2322,39.2945,2.4824,8.6399,0,5.0267,5.9839,"2.1088","3.1991","1.1769","0.4252","0.0157","10521.2","2116.4","310.2","75.6","2.2","222","6","0","0","0","0","25","11","0","1","2.9641","0.5373","0.1838","0.0522","0.0099","3961","252.7","65.6","16.1","3.2","2.4839","0.4746","0.1713","0.0393","0.0093","8369.2","253.5","78.9","20.5","4.9","3.1605","1.4237","0.8047","0.5663","0.3902","0.2096","0.1152","0.0749","0.0613","0.039","0.0802","11428.7","890.6","303.2","164.5","94.7","51.6","28.8","18.4","15","9.6","20.5","13025.6","0","0","0","0","0","118","110","52","24","0","139","98","42","15"
46045,MD13-URA FC DAY6 TRAINING NAKIVUBO ,NELSON SENKANTUKA-URA FC-CF,all, training, 46045.761337963,46045.845846065,"6261",4.1604,178.462,16,532.3727,3,0,0,232.9093,30.1282,39.8697,2.5759,10.1911,0,7.3186,5.0052,"1.2182","2.2503","0.5134","0.1531","0.0254","5720.3","1412.5","137.6","27.9","3.2","51","3","0","0","0","0","12","2","1","1","1.8752","0.2761","0.072","0.0168","0.0075","2454.4","141.8","25.2","5.4","2.3","1.5948","0.2126","0.0784","0.0226","0.0044","4485.3","136.1","37.1","11.4","2.5","1.8691","1.0498","0.6154","0.2195","0.1534","0.0824","0.0526","0.0372","0.0191","0.0226","0.0393","6283.4","617.9","233","65.7","38.8","21.3","12.8","8.3","5.3","5.2","9.8","7301.5","0","0","0","0","0","73","52","28","12","0","78","46","16","7"
46046,MD13-URA FC-Vipers SC-Home-League-Loss,NELSON SENKANTUKA-URA FC-CF,all, game, 46046.802438657,46046.918482639,"6551",10.1396,1048.017,82,1365.4272,7,0,0,460.8312,28.9442,92.8678,4.8086,24.3442,0,8.563,5.4578,"1.0903","5.0855","2.9159","0.9075","0.1405","5993.6","3083.8","771.9","158.3","18.6","164","7","0","0","0","0","49","22","4","7","3.968","0.7187","0.2681","0.1012","0.0473","2786.1","278.8","85.2","29.1","11.9","3.9881","0.7823","0.2095","0.0479","0.0085","6415","313.5","80.8","21.3","4.5","2.032","2.8055","1.8759","1.3631","0.7786","0.472","0.3153","0.1595","0.1066","0.0764","0.1547","6790.1","1735.3","666.5","375.1","185.9","102","63.4","35.3","22.2","16.4","34","10026.2","0","0","0","0","0","196","122","54","19","0","160","114","52","37"
46042,URA FC VS AMIGOSI UNITED WIN,RONALD OTTI-URA FC-CB,all, training, 46042.389686343,46042.526711806,"9474",7.4008,814.3,48,1180.5724,2,0,0,393.0694,30.2402,46.87,2.991,13.5746,0,9.7915,5.499,"1.5227","3.4978","1.566","0.7761","0.0382","9180.3","2102.3","418.4","132.9","5.1","216","2","0","0","0","0","30","8","9","1","3.0764","0.6136","0.1542","0.0549","0.0373","2886.8","282","57.5","17.4","10.3","2.7202","0.5008","0.1734","0.0568","0.0131","8210.8","264.5","76","27","6.7","2.1628","1.9076","1.2197","0.7171","0.4581","0.392","0.2109","0.1014","0.0674","0.0358","0.1281","9719.6","1163","442.4","204.1","106.6","77.6","46.1","22.9","16.1","9.4","31.2","11839","0","0","0","0","0","144","104","55","27","0","155","84","37","35"
46043,MD13-URA FC DAY5 TRAINING NAKIVUBO ,RONALD OTTI-URA FC-CB,all, training, 46043.666060185,46043.798774306,"9369",8.2605,430.852,32,1303.3308,22,0,0,462.4447,26.9442,52.9008,3.4115,14.0967,0,6.6667,6.2186,"1.979","4.0423","1.8083","0.4052","0.0257","8366.4","2528.8","496.6","71.2","3.5","270","22","0","0","0","0","23","7","0","2","3.5232","0.6824","0.1764","0.0646","0.0259","3970.9","329.4","68.7","21.1","8.1","2.946","0.5845","0.183","0.0586","0.0159","6606.7","338.2","86.3","28.5","8.6","3.0466","1.8399","1.5069","0.8102","0.4331","0.2356","0.1275","0.0782","0.0446","0.0278","0.11","9283.8","1129","543","239.7","112.5","59.4","31.8","20.1","11.9","7.6","27.7","11466.5","0","0","0","0","0","185","142","68","36","0","184","112","52","28"
46045,MD13-URA FC DAY6 TRAINING NAKIVUBO ,RONALD OTTI-URA FC-CB,all, training, 46045.753851852,46045.845508102,"6878",4.7432,159.615,19,736.2141,10,0,0,278.9458,23.3922,41.3771,2.7907,12.4193,0,6.7156,5.4578,"1.2134","2.5803","0.7899","0.1596","0","6123.7","1549.2","218","28.2","0","159","10","0","0","0","0","15","4","0","0","2.0818","0.3521","0.1142","0.0241","0.0071","2376.9","186.6","41.8","8.1","2.2","1.736","0.2919","0.1037","0.0241","0.0082","5050.7","184.4","50.7","13.1","4.6","1.7927","1.2567","0.8775","0.3579","0.1771","0.1015","0.0503","0.0351","0.0281","0.0202","0.046","6619.7","741","326.6","108.7","47.3","27.4","13.9","9.8","7.1","5.8","11.8","7919.1","0","0","0","0","0","110","85","35","17","0","125","60","23","10"
46046,MD13-URA FC-Vipers SC-Home-League-Loss,RONALD OTTI-URA FC-CB,all, game, 46046.802277778,46046.917417824,"6554",9.7445,944.787,56,1572.1045,6,0,0,465.0158,32.2163,89.2081,4.7441,24.0488,0,6.726,6.2934,"1.2241","4.5212","3.0544","0.7618","0.183","6369.2","2596.3","825.7","133","23.9","311","6","0","0","0","0","31","16","2","7","4.0897","0.7041","0.2309","0.0999","0.0401","2837.2","309.1","82.5","32","11.8","3.515","0.7632","0.2161","0.0642","0.0214","6197.7","344.6","90.2","30.5","12.5","1.8673","2.3695","2.2247","1.3845","0.7375","0.4311","0.2328","0.1558","0.0935","0.0693","0.1784","6906.6","1437.8","782.5","388.4","178.9","94.7","49.6","33.4","20","15","41.2","9948.1","0","0","0","0","0","195","137","69","44","0","205","117","62","39"
46042,URA FC VS AMIGOSI UNITED WIN,ARTHUR KIGGUNDU-URA FC-CB,all, training, 46042.391061343,46042.537446759,"9493",7.4662,905.715,44,1086.0187,5,0,0,405.9413,28.9202,47.1895,2.8183,13.272,0,6.3067,6.4445,"1.3773","3.4884","1.6948","0.8042","0.1015","9933.2","2106.7","457.4","136.7","13.7","201","5","0","0","0","0","21","13","6","4","3.0686","0.5993","0.1503","0.0656","0.0326","3794.6","257.7","51.3","17.5","10.3","2.8156","0.5167","0.1521","0.0485","0.0169","8169.5","254.7","63.9","19.1","9.1","2.0057","1.9555","1.2663","0.7744","0.4644","0.3937","0.2282","0.1241","0.0731","0.045","0.1357","10463","1194.7","454.6","221.3","109.6","76.5","43.6","25.6","15.5","10.1","33.2","12647.7","0","0","0","0","0","163","87","32","32","0","147","92","28","26"
46043,MD13-URA FC DAY5 TRAINING NAKIVUBO ,ARTHUR KIGGUNDU-URA FC-CB,all, training, 46043.670295139,46043.796388889,"9163",7.9681,526.171,35,1130.8573,25,0,0,426.2246,29.6402,52.1759,3.4064,14.4146,0,5.6926,6.3067,"1.8474","4.1557","1.4389","0.4799","0.0463","7761.7","2656.5","387.5","82.7","6.1","161","25","0","0","0","0","17","13","5","0","3.4572","0.6249","0.1614","0.0446","0.0163","4062.9","291.7","59","14.5","4.9","2.9536","0.4826","0.1601","0.0495","0.0179","6079.3","278.5","72.3","22.5","8.9","2.902","2.2128","1.159","0.6818","0.3749","0.2159","0.1184","0.0872","0.0567","0.0316","0.1277","8660.4","1373.5","429","194.8","91.4","47.8","26.5","19.8","13","7.6","30.7","10894.5","0","0","0","0","0","142","123","42","33","0","164","98","39","13"
46045,MD13-URA FC DAY6 TRAINING NAKIVUBO ,ARTHUR KIGGUNDU-URA FC-CB,all, training, 46045.771247685,46045.850517361,"6160",4.5915,164.145,18,652.5253,6,0,0,270.4847,23.0402,44.7227,3.1272,13.7394,0,6.0889,6.0741,"1.1162","2.5355","0.7758","0.1634","0.0007","5055.9","1549.5","213.9","29.5","0.1","158","6","0","0","0","0","15","2","1","0","1.97","0.3689","0.1053","0.0236","0.0069","2317.7","182.9","41.8","7.8","2.2","1.7014","0.2767","0.0959","0.0338","0.0091","4054.9","171.9","50.6","14.5","4.6","1.7137","1.2219","0.8275","0.3805","0.1884","0.0966","0.0452","0.0255","0.0238","0.0155","0.0531","5567.4","738.6","306.9","116.6","48.9","25.5","12.6","6.9","6.8","4.3","14.4","6848.9","0","0","0","0","0","108","67","38","18","0","116","66","24","10"
46046,MD13-URA FC-Vipers SC-Home-League-Loss,ARTHUR KIGGUNDU-URA FC-CB,all, game, 46046.802396991,46046.919436343,"6551",10.3726,1399.413,80,1531.2901,1,0,0,460.1229,31.4083,95.0019,4.9694,25.4158,0,7.7186,5.826,"1.2597","4.3926","3.3209","1.2074","0.192","6452.5","2553.5","868.2","213.2","24.8","255","1","0","0","0","0","36","21","17","6","4.1537","0.8704","0.2562","0.0919","0.0299","2787.6","338.3","78.4","25.5","7.9","3.8428","0.8131","0.2288","0.0661","0.0197","6414.7","333.1","87.5","29.9","9.3","1.8638","2.5455","1.8529","1.5813","1.0934","0.5371","0.2849","0.1899","0.1178","0.085","0.221","6960.2","1524.4","651.7","425.4","249.7","114.1","59.2","37.8","24.9","17.1","47.7","10112.2","0","0","0","0","0","210","118","63","37","0","195","131","53","27"
46042,URA FC VS AMIGOSI UNITED WIN,LIVING KABON-URA FC-LW,all, training, 46042.390960648,46042.535465278,"9474",3.8419,15.286,1,439.2672,0,0,0,259.6545,21.2242,24.3312,1.4029,7.2029,0,5.9112,5.0297,"1.2353","2.2097","0.3816","0.0153","0","11139.2","1229.4","113.8","2.8","0","96","0","0","0","0","0","0","1","0","0","1.6094","0.3146","0.0874","0.0179","0.0054","2132.8","188","47.8","7.8","2","1.4891","0.224","0.0695","0.0217","0.0027","9871.1","169.2","51.1","13.9","1.5","1.491","1.2217","0.7691","0.2031","0.0761","0.0353","0.0154","0.0066","0.0066","0.0041","0.013","11350.4","704.8","296.5","75.4","28","13.3","5.7","2.6","2.3","1.7","4.5","12485.2","0","0","0","0","0","74","94","47","10","0","71","108","28","10"
46043,MD13-URA FC DAY5 TRAINING NAKIVUBO ,LIVING KABON-URA FC-LW,all, training, 46043.668170139,46043.797351852,"9245",5.9572,417.038,25,689.5814,76,0,0,327.9319,30.9122,38.6619,2.462,8.4731,0,6.8741,5.7912,"1.8966","2.7313","0.9122","0.3596","0.0574","9055","1793","243.2","62.5","7.5","182","77","16","0","0","0","17","2","5","1","2.5646","0.5088","0.1048","0.0289","0.0056","3216.2","241.7","42.3","10.6","1.7","2.2079","0.3787","0.1149","0.0339","0.0091","7341.7","226.6","58.1","17.4","4.9","2.7875","1.1805","0.7588","0.4578","0.282","0.1642","0.1045","0.0605","0.0413","0.0328","0.0873","9829","734.1","285.7","134","69.4","35.7","22.8","13.6","9.3","6.7","20.9","11161.3","0","0","0","0","0","132","77","36","19","0","132","86","26","4"
46045,MD13-URA FC DAY6 TRAINING NAKIVUBO ,LIVING KABON-URA FC-LW,all, training, 46045.784407407,46045.846115741,"5332",3.4565,95.058,8,387.2586,7,0,0,184.1668,26.6722,38.8954,2.9018,10.4265,0,5.2578,5.0667,"1.2217","1.7425","0.3972","0.0855","0.0095","4065.3","1142.7","107.3","15","1.3","96","7","0","0","0","0","6","2","0","0","1.5892","0.2445","0.0439","0.0085","0.0039","1842.8","125.7","19.7","3.4","1.3","1.3065","0.1895","0.0526","0.014","0.0039","3168.3","132.2","28.8","7.6","1.8","1.7681","0.8149","0.4192","0.2047","0.0942","0.0575","0.0356","0.0199","0.0108","0.0055","0.026","4543.3","497.9","161.9","63.1","25.7","14.9","9.5","5","2.6","1.2","6.5","5331.6","0","0","0","0","0","70","52","17","7","0","80","42","7","6"
46046,MD13-URA FC-Vipers SC-Home-League-Loss,LIVING KABON-URA FC-LW,all, game, 46046.828753472,46046.919847222,"6522",4.5785,411.829,30,547.4113,4,0,0,235.1751,32.1603,42.1201,2.7728,11.89,0,6.3704,6.8045,"0.8318","2.3762","0.9586","0.2962","0.1156","6051.5","1494.5","258.1","51.6","14.8","111","4","0","0","0","0","17","11","2","0","1.8741","0.2739","0.1139","0.0543","0.0397","2123.8","128.2","38.2","14.8","9.6","1.7473","0.3401","0.0975","0.0273","0.0103","5348","152.9","40.1","10.3","4.6","1.4628","1.119","0.8182","0.4394","0.2349","0.1345","0.1027","0.0677","0.0464","0.0385","0.1145","6595.9","687.7","298.6","127.3","57.1","29.9","20.6","12.8","9.9","7.6","23.1","7870.5","0","0","0","0","0","102","67","15","16","0","80","48","18","26"
46042,URA FC VS AMIGOSI UNITED WIN,FRED AMAKU-URA FC-CF,all, training, 46042.38965625,46042.526118056,"9474",4.0849,36.304,2,497.5777,0,0,0,314.0637,21.9282,25.8702,1.635,7.9312,0,7.0489,5.6134,"1.1978","2.1964","0.6543","0.0363","0","10352.5","1235.6","195.5","6.6","0","206","0","0","0","0","0","1","1","0","0","1.6344","0.3175","0.1318","0.0421","0.0181","2430.8","190.2","66.1","18.2","5.8","1.5549","0.2485","0.0982","0.0314","0.008","8801.4","184.2","68.6","20.1","4.8","1.5012","1.0579","0.9746","0.3067","0.1178","0.0495","0.0275","0.0109","0.0099","0.0051","0.0237","10602.7","633.1","356.9","110.3","43.6","17.2","9.6","3.2","3.8","1.9","7.9","11790.3","0","0","0","0","0","77","108","51","20","0","46","94","52","23"
46043,MD13-URA FC DAY5 TRAINING NAKIVUBO ,FRED AMAKU-URA FC-CF,all, training, 46043.667428241,46043.797952546,"9297",7.0005,504.408,42,873.465,35,0,0,448.7424,29.2482,45.1788,3.0007,10.8848,0,7.1645,5.798,"1.8861","3.4071","1.2028","0.4657","0.0387","8667.9","2205.8","317.1","81.2","5.2","375","35","0","0","0","0","31","6","4","1","2.8911","0.5507","0.1955","0.0884","0.0328","3652.5","280.6","70.9","27.3","9.5","2.484","0.4723","0.2035","0.0622","0.0198","6825.5","276.3","95.6","28.8","10.2","2.9285","1.5172","0.9025","0.5854","0.384","0.229","0.1312","0.091","0.0515","0.0481","0.1322","9566","931.5","346","172.3","98.2","51.3","31.3","21.8","12.6","12.2","34","11277.3","0","0","0","0","0","136","135","55","38","0","149","101","57","34"
46045,MD13-URA FC DAY6 TRAINING NAKIVUBO ,FRED AMAKU-URA FC-CF,all, training, 46045.771296296,46045.844489583,"5639",4.0373,138.487,18,484.4472,6,0,0,250.1671,21.8242,42.9577,2.9678,12.4037,0,7.3512,5.6845,"1.0709","2.1976","0.6304","0.1385","0","4798.7","1331.8","167.9","25.5","0","123","6","0","0","0","0","15","3","0","0","1.757","0.2894","0.0929","0.025","0.0103","2176.4","154.4","34.9","8.7","3.4","1.509","0.2337","0.0832","0.0262","0.0106","3726","151.4","49.5","13.5","5.7","1.6417","0.9917","0.6976","0.3037","0.1764","0.0739","0.0393","0.037","0.0243","0.0129","0.0388","5289.7","571.1","266.4","89.5","43.8","19.9","11.5","10.1","6.5","3.5","11.9","6323.9","0","0","0","0","0","83","51","30","22","0","83","53","24","15"
46046,MD13-URA FC-Vipers SC-Home-League-Loss,FRED AMAKU-URA FC-CF,all, game, 46046.802221065,46046.918239583,"6559",3.465,260.082,20,433.973,18,0,0,238.4116,29.4082,31.6971,1.6773,7.6806,0,6.6001,5.9879,"0.6434","1.7211","0.8404","0.2152","0.0449","8748.6","1005.5","225.8","38.2","5.9","295","17","2","0","0","0","12","6","2","0","1.3392","0.2585","0.0847","0.0463","0.0334","1533.4","131.1","31.3","15.7","7.9","1.302","0.2938","0.0797","0.0201","0.0072","8106.4","149.2","35.1","10","3.9","0.96","0.8236","0.7005","0.4003","0.2256","0.1085","0.0785","0.0443","0.0299","0.0276","0.0663","9014.9","497.2","257.7","116.6","57.5","25.7","17.2","10.1","6.8","5.3","15","10024","0","0","0","0","0","92","55","28","13","0","83","40","26","26"
46046,police fc training at kira arena,SIZWE MARIO-POLICE FC-DM,all, training, 46046.39022338,46046.518633102,"8486",8.0666,467.878,56,822.3644,1,0,0,449.0307,27.4562,57.0343,3.446,15.6292,18,5.8978,4.9536,"1.6511","3.5215","2.426","0.4335","0.0344","8286","2073.4","652.6","77.9","4.7","538","1","0","0","0","0","45","8","3","0","3.3106","0.6196","0.2126","0.0694","0.0164","3324.3","265.4","73.3","24.4","5","3.0089","0.5842","0.189","0.0483","0.0074","7004.3","281.5","88.1","23.8","4.5","2.4898","1.4543","1.7813","1.0687","0.5557","0.266","0.1718","0.1012","0.0605","0.038","0.0793","9012.2","834.6","631.1","298.6","138.7","64.6","42.7","25.5","15.6","9.8","21.2","11094.6","0","0","0","0","0","151","119","63","20","0","158","100","65","23"
46043,MD13-POLICE FC-CALVARY FC-HOME-LEAGUE-WIN,MATOVU RICHARD-POLICE FC-LB,all, game, 46043.633569444,46043.757984954,"6568",10.0559,1074.411,75,1255.1047,9,0,0,455.0107,30.5042,91.8624,4.5235,22.1285,0,7.5823,6.2712,"1.0745","5.0763","2.8307","0.9285","0.1459","6654.9","3162.5","750.3","162.7","19.1","303","9","0","0","0","0","40","27","5","3","3.8238","0.7136","0.2619","0.1322","0.0837","2760.9","290.9","90.6","42","23.3","3.9241","0.7939","0.2415","0.0618","0.0194","7079.1","330.7","93.5","28.3","10.2","2.0959","2.8424","1.7295","1.2956","0.8062","0.4519","0.2802","0.1623","0.1094","0.0825","0.2","7520.6","1786.8","611.9","358.8","190.5","99.5","59","36.1","23.4","17.6","45.3","10749.5","0","0","0","0","0","168","141","57","47","0","170","114","63","74"
46046,police fc training at kira arena,MATOVU RICHARD-POLICE FC-LB,all, training, 46046.386571759,46046.518431713,"8468",9.6008,843.084,79,1177.1232,16,0,0,521.6141,27.0002,68.0265,4.0029,19.1465,0,9.3512,6.295,"1.2464","4.6181","2.8932","0.7957","0.0474","7772.4","2711.6","759.5","142.7","6.5","489","16","0","0","0","0","53","18","3","5","3.8136","0.7661","0.2315","0.078","0.0374","3559","317.8","81.1","25.6","11.2","3.6918","0.7009","0.2138","0.0598","0.0079","6943.9","323.2","98.5","28","4.4","2.2318","2.0541","2.0797","1.3218","0.8908","0.4281","0.2231","0.1283","0.08","0.0501","0.1131","8607.4","1239.3","738.9","359.1","208.9","98.8","52.6","29.8","18.5","12.2","27.2","11392.7","0","0","0","0","0","135","131","77","19","0","161","99","53","36"
