Date,Session Title,Player Name,Split Name,Tags,Split Start Time,Split End Time,Duration,Distance (km),Sprint Distance (m),Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Top Speed (km/h),Distance Per Min (m/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Max Deceleration (m/s/s),Max Acceleration (m/s/s),Distance in Speed Zone 1  (km),Distance in Speed Zone 2  (km),Distance in Speed Zone 3  (km),Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (km),Distance in Deceleration Zones: 1 - 2 m/s/s  (km),Distance in Deceleration Zones: 2 - 3 m/s/s  (km),Distance in Deceleration Zones: 3 - 4 m/s/s  (km),Distance in Deceleration Zones: > 4 m/s/s  (km),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (km),Distance in Acceleration Zones: 1 - 2 m/s/s  (km),Distance in Acceleration Zones: 2 - 3 m/s/s  (km),Distance in Acceleration Zones: 3 - 4 m/s/s  (km),Distance in Acceleration Zones: > 4 m/s/s  (km),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (km),Distance in Power Zone: 5 - 10 w/kg  (km),Distance in Power Zone: 10 - 15 w/kg  (km),Distance in Power Zone: 15 - 20 w/kg  (km),Distance in Power Zone: 20 - 25 w/kg  (km),Distance in Power Zone: 25 - 30 w/kg  (km),Distance in Power Zone: 30 - 35 w/kg  (km),Distance in Power Zone: 35 - 40 w/kg  (km),Distance in Power Zone: 40 - 45 w/kg  (km),Distance in Power Zone: 45 - 50 w/kg  (km),Distance in Power Zone: > 50 w/kg  (km),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
46043,MD13-POLICE FC-CALVARY FC-HOME-LEAGUE-WIN,IKAMBA DJUMA BEDA-POLICE FC-CF,all, game, 46043.631971065,46043.749172454,"6705",4.7546,366.01,25,629.8735,3,0,0,199.6319,30.5122,42.547,2.2245,10.0768,0,5.9334,5.2489,"0.6738","2.6509","1.0638","0.2821","0.084","8097.8","1684.4","284.1","49","10.9","151","3","0","0","0","0","15","6","4","0","1.9485","0.3754","0.1087","0.0416","0.014","1452.3","160","35.9","12.7","3.6","1.7828","0.342","0.1019","0.0332","0.0065","8258.1","145.9","39.6","14.8","3.3","1.3112","1.4133","0.7792","0.4884","0.2581","0.166","0.1028","0.0679","0.0425","0.03","0.0952","8640.4","894","277.6","137.4","65.4","37.7","22.2","14.8","9.4","6.9","20.4","10126.2","0","0","0","0","0","79","67","26","15","0","98","59","27","12"
46046,police fc training at kira arena,IKAMBA DJUMA BEDA-POLICE FC-CF,all, training, 46046.382734954,46046.518803241,"8500",9.4412,703.613,74,1269.5885,13,0,0,488.4244,27.9362,66.644,3.862,16.8702,0,5.6926,5.4534,"1.8062","4.6527","2.2787","0.6672","0.0365","8229.1","2811.9","592.8","117.5","4.9","520","13","0","0","0","0","59","10","5","0","3.8871","0.7981","0.2697","0.0748","0.0222","3370.4","341.7","92.7","24.3","6.5","3.3692","0.6704","0.2607","0.0734","0.0155","7451.8","314.6","108.6","36.5","9.1","2.962","2.1026","1.66","1.1215","0.6092","0.3381","0.1995","0.1432","0.0979","0.0673","0.1397","9222.9","1230.7","612.4","306.5","146.5","76.1","47.6","35.6","25.7","17.4","34.8","11756.3","0","0","0","0","0","163","116","86","34","0","185","130","58","25"
46043,MD13-POLICE FC-CALVARY FC-HOME-LEAGUE-WIN,MAVIIRI DERRICK-POLICE FC-RW,all, game, 46043.738625,46043.760193287,"643",1.5552,302.916,19,187.9077,4,0,0,76.8395,34.0003,145.1239,4.3273,21.2181,12,6.5374,4.4845,"0.0674","0.5781","0.6069","0.2436","0.0593","1331.9","322.2","160.3","41.8","7.3","99","5","0","0","0","0","10","2","7","0","0.5465","0.1464","0.058","0.0263","0.012","247","47.5","17.7","7.2","2.8","0.5135","0.1876","0.0485","0.0143","0.0021","1457.6","60.7","17.1","4.9","1","0.14","0.2876","0.34","0.2615","0.1544","0.1312","0.066","0.0522","0.0365","0.0261","0.0598","1393.2","171.6","117.6","71.3","35.6","26.3","13.5","9.7","7.3","5.4","12","1863.5","0","0","0","0","0","41","24","14","4","0","29","25","13","9"
46046,police fc training at kira arena,MAVIIRI DERRICK-POLICE FC-RW,all, training, 46046.377210648,46046.516357639,"8488",8.0271,529.801,57,877.1201,4,0,0,439.4912,25.4402,56.7423,3.1309,15.1095,0,6.0889,4.8712,"1.4674","3.6267","2.4032","0.5262","0.0036","9250.9","2048.9","628.4","93.5","0.5","299","4","0","0","0","0","43","8","5","1","3.319","0.6015","0.1966","0.0499","0.011","3065.1","259","70.4","16.3","3","3.08","0.5525","0.1697","0.0411","0.0059","8250.8","255","76.4","22.9","3.3","2.1859","1.6277","1.6976","1.1654","0.608","0.3003","0.1679","0.1046","0.0664","0.0337","0.0695","9868.3","910.8","605.7","312.5","146","69.4","41.3","25.3","16.2","8.5","18.2","12022.3","0","0","0","0","0","132","95","50","16","0","129","100","43","15"
46043,MD13-POLICE FC-CALVARY FC-HOME-LEAGUE-WIN,SAIDI KYEYUNE-POLICE FC-DM,all, game, 46043.662877315,46043.752364583,"6323",10.5317,777.647,62,1218.0769,5,0,0,484.3418,28.0562,99.9371,6.4625,35.7968,0,6.5467,5.926,"0.9503","5.3098","3.494","0.7166","0.061","3504.8","3173.3","917.4","128","8.2","405","5","0","0","0","0","30","23","7","2","4.2397","0.8246","0.2406","0.0917","0.0242","2618.8","348.9","91.5","30.8","7.3","4.0662","0.7935","0.1808","0.0514","0.0192","4164.5","349.8","82","26.4","11.7","1.7312","3.1777","1.9677","1.7811","0.8874","0.421","0.2273","0.1113","0.0785","0.0481","0.1003","4156.9","1956","692.1","480.5","213.8","97.2","52","26.8","18.7","11.5","26.2","7731.7","0","0","0","0","0","258","145","59","37","0","230","147","68","33"
46046,police fc training at kira arena,SAIDI KYEYUNE-POLICE FC-DM,all, training, 46046.390766204,46046.5186875,"8490",8.2307,272.078,35,927.5773,10,0,0,500.5999,25.5442,58.1675,3.4427,17.3213,0,6.5601,5.7645,"1.5521","4.529","1.8775","0.2699","0.0022","7859.4","2647.1","497.3","48.2","0.3","733","10","0","0","0","0","21","10","2","2","3.4557","0.7028","0.1628","0.0373","0.0104","3445.9","341.9","67","14","3.2","3.107","0.5389","0.1725","0.0385","0.005","6760.1","302.4","90.8","23.1","3.9","2.3779","2.4257","1.548","0.9375","0.4246","0.2123","0.1284","0.0618","0.0417","0.0275","0.0452","8553.6","1415.1","574.1","258.6","112","57.1","35.4","16.4","10.9","7.1","12","11052.3","0","0","0","0","0","166","114","70","13","0","192","114","45","15"
46043,MD13-POLICE FC-CALVARY FC-HOME-LEAGUE-WIN,LAWRENCE TEZIKYA-POLICE FC-CF,all, game, 46043.615327546,46043.733898148,"7094",7.7369,817.01,56,917.5176,21,0,0,409.8388,29.1442,65.4377,3.6739,17.1897,0,8.2112,6.1423,"1.0438","3.9518","1.9243","0.7177","0.0993","7190.3","2406","509.7","125.2","13.3","761","21","0","0","0","0","29","22","4","1","3.0541","0.5708","0.1885","0.1084","0.0569","2522.1","235.8","62.3","31.5","14.4","2.8717","0.6306","0.1817","0.057","0.0173","7007.6","267.7","69.1","24.3","9.7","1.8502","2.0707","1.3701","0.866","0.5502","0.3673","0.2224","0.1399","0.0917","0.0586","0.1499","7874.4","1275.7","493.8","243.3","131.1","78.7","46.9","31.3","20","13.3","36","10244.5","0","0","0","0","0","175","100","59","38","0","162","82","57","53"
46046,police fc training at kira arena,LAWRENCE TEZIKYA-POLICE FC-CF,all, training, 46046.382008102,46046.518813657,"8501",7.8762,411.332,44,897.2289,23,0,0,499.8413,24.4642,55.59,3.1138,14.1421,0,6.4667,5.4845,"1.7057","3.9719","1.7873","0.4099","0.0014","8920.9","2350.7","474.5","73.7","0.2","1051","23","0","0","0","0","30","14","0","0","3.3303","0.5694","0.1504","0.051","0.0333","3524.6","258.8","54.3","17.7","9.2","3.028","0.495","0.165","0.0425","0.0113","7599.6","249.6","78.8","21.2","6.2","2.5716","1.8738","1.5211","0.8521","0.4353","0.2328","0.1338","0.1015","0.0528","0.0356","0.066","9662.3","1103.7","552.4","237.5","106.4","56","34.1","26","14.1","9.3","18.2","11820","0","0","0","0","0","138","108","50","30","0","166","71","45","30"
46046,police fc training at kira arena,BENON TAHOMERA-POLICE FC-CD,all, training, 46046.380247685,46046.518063657,"8436",8.5756,258.299,36,982.9283,2,0,0,454.7331,23.9122,60.9927,3.2895,17.7718,0,6.2149,6.4134,"1.424","4.6786","2.2147","0.2583","0","8605.9","2654.3","600","46.9","0","157","2","0","0","0","0","26","8","2","0","3.8664","0.572","0.1343","0.0279","0.0073","3549.9","249.8","48.5","9.9","2.6","3.2506","0.5324","0.1507","0.03","0.0037","7699.2","258","70.6","16.4","2.2","2.2051","2.4565","1.9815","1.0037","0.4298","0.2056","0.1191","0.0751","0.0467","0.0187","0.0337","9272.5","1397.2","709.2","283.8","110.6","54.5","31.4","20.1","12.7","5","10.1","11907.3","0","0","0","0","0","165","106","59","10","0","177","94","20","12"
46043,MD13-MAROONS FC-KCCA FC-HOME-LEAGUE-DRAW,INNOCENT KITAMWA KITIMBO-MAROONS FC-RB,all, game, 46043.584894676,46043.767613426,"15787",2.8029,0,0,273.728,0,0,0,247.9903,15.7041,10.6527,0.7441,1.4221,0,4.5556,4.4711,"1.6392","1.0829","0.0808","0","0","14988.7","774.4","23.7","0","0","62","0","0","0","0","0","0","0","0","0","1.3261","0.1398","0.0374","0.006","0.0009","3763.8","122.7","21.8","3.1","0.5","1.1577","0.1053","0.025","0.0043","0.0004","11723.2","125.2","22.5","3.7","0.3","2.0657","0.4987","0.1589","0.0537","0.0121","0.0083","0.0021","0.0012","0.0011","0.0006","0.0004","15353.1","334.5","66.9","21.5","5.1","3.3","1","0.5","0.5","0.2","0.2","15786.8","0","0","0","0","0","57","34","11","2","0","44","32","13","3"
46043,MD13-MAROONS FC-KCCA FC-HOME-LEAGUE-DRAW,EMMANUEL OBUA-MAROONS FC-LB,all, game, 46043.585181713,46043.767054398,"15714",15.3745,1327.878,96,1830.3322,20,0,0,786.5967,27.5522,58.7038,4.6416,23.4706,0,6.2712,6.8445,"2.0318","6.4988","5.516","1.2894","0.0385","10147.9","3869.1","1460.4","231","5.3","1236","19","1","0","0","0","39","33","18","6","6.3228","1.1908","0.3701","0.1021","0.0322","4964.3","500.5","134.5","34.3","10","5.8618","1.0939","0.2926","0.0835","0.0248","9389.3","495.9","130.8","40.6","13.5","3.0932","3.5186","3.1582","2.6286","1.4606","0.6967","0.3269","0.1563","0.1089","0.0589","0.1676","11036.4","2179.7","1091.1","707","343.1","157.9","75.5","38","26.5","14.5","44","15713.8","0","0","0","0","0","295","213","85","50","0","314","204","95","46"
46043,January 21 2026,Taddeo Lwanga-Vipers SC-DM,all, training, 46043.395209491,46043.484181713,"7687",7.6581,434.335,46,1024.7089,8,0,0,466.9096,25.7122,59.7743,4.8925,19.0811,0,6.0038,6.2667,"1.7409","3.7604","1.7225","0.4192","0.0151","4740.6","2412.6","457.1","74.8","2.1","455","8","0","0","0","0","35","8","3","0","2.938","0.7397","0.2703","0.0696","0.0274","3196.4","330","96.6","22.7","8.2","2.6812","0.6221","0.2221","0.0641","0.0236","3589.1","303.8","97.6","31.3","11.5","2.689","1.8829","1.1071","0.7775","0.4781","0.2477","0.1402","0.0936","0.0624","0.0394","0.1403","5544.3","1203.2","407.1","223.3","122.1","62.6","36.5","25.2","16.9","10.5","35.5","7687.2","0","0","0","0","0","159","151","83","39","0","172","150","70","32"
46045,January 23 2026,Taddeo Lwanga-Vipers SC-DM,all, training, 46045.624179398,46045.649170139,"2159",1.363,0,0,149.4905,0,0,0,30.7315,16.6481,37.8785,2.9565,14.5146,0,4.4652,0,"0.6334","0.6461","0.0836","0","0","1597","539.8","22.4","0","0","0","0","0","0","0","0","0","0","0","0","0.6907","0.0106","0.0011","0.0007","0.0013","875.1","8.6","1","0.6","0.7","0.6496","0.0089","0","0","0","1261","12.2","0","0","0","0.8063","0.4283","0.0692","0.0514","0.0077","0","0","0","0","0","0","1747","371.4","25.5","13.4","1.9","0","0","0","0","0","0","2159.2","0","0","0","0","0","7","0","0","0","0","3","1","1","1"
46046,MD13-Vipers SC-URA FC-Away-League-Win,Taddeo Lwanga-Vipers SC-DM,all, game, 46046.829831019,46046.901581019,"6199",8.7023,431.504,44,1122.0878,13,0,0,436.5768,27.3762,84.2297,6.6472,36.3617,0,8.3297,6.5378,"0.9318","4.3786","2.9604","0.4196","0.0119","2741.9","2588.5","791","76.1","1.6","459","13","0","0","0","0","24","13","6","1","3.4361","0.7675","0.1897","0.0405","0.0239","2282.2","314.3","68.3","13.4","7.8","3.3516","0.6755","0.171","0.0362","0.0102","3108.7","305","76","18.3","5.1","1.581","2.4982","1.8084","1.4017","0.7294","0.2996","0.1604","0.0732","0.049","0.0317","0.0696","3287.5","1529.3","637.5","389.7","183.7","74.3","39.6","19.4","12.2","7.8","18.1","6199.1","0","0","0","0","0","220","144","50","24","0","206","149","44","23"
46045,January 23 2026,Odili Chukwuma-Vipers SC-RW,all, training, 46045.818546296,46045.883635417,"5624",4.3948,312.339,26,620.7575,4,0,0,304.324,30.9602,46.8858,3.9475,16.6139,0,6.0593,6.8401,"1.0657","2.2409","0.7759","0.2418","0.0705","3999.7","1365.7","206.1","42.8","9.3","182","4","0","0","0","0","16","9","0","1","1.6129","0.4088","0.1842","0.0806","0.036","2121.2","201.6","67.1","26.1","11.1","1.4576","0.3978","0.1523","0.0528","0.0118","2867.6","223.8","73.9","24.8","6.4","1.471","1.2147","0.631","0.361","0.2425","0.1379","0.091","0.0618","0.0367","0.0282","0.119","4337.8","746.8","248.5","110.2","64","34.6","21.8","16","9.7","7.5","26.7","5623.6","0","0","0","0","0","143","105","53","26","0","103","97","55","45"
46044,January 22 2026,Odili Chukwuma-Vipers SC-RW,all, , 46044.374621528,46044.457793981,"7186",6.6765,635.51,55,937.2048,18,0,0,413.9378,29.6162,55.7456,4.664,18.398,0,7.5071,5.9879,"1.499","3.1962","1.3457","0.5583","0.0772","4722.7","2004.7","350.5","98","10.2","310","18","0","0","0","0","34","19","1","1","2.4897","0.5577","0.2414","0.1233","0.0496","2722.5","245.3","77.7","36.9","13.8","2.3098","0.5876","0.2333","0.0652","0.0189","3680","282.1","91.4","27.9","8.5","2.1795","1.708","0.8369","0.6486","0.4504","0.2502","0.1692","0.1129","0.0766","0.0541","0.1901","5297.7","1077","318","185.6","108.6","58.8","39.4","25.6","18.8","12.7","43.9","7186.1","0","0","0","0","0","162","123","68","29","0","154","84","71","41"
46043,January 21 2026,Odili Chukwuma-Vipers SC-RW,all, training, 46043.397609954,46043.484083333,"7471",6.2738,397.501,33,846.1153,9,0,0,404.0889,28.5602,50.3854,4.05,13.544,0,6.1859,6.2465,"2.0068","3.0017","0.8679","0.3367","0.0608","5201.4","1972.5","230.7","58.4","8.2","174","9","0","0","0","0","26","6","1","0","2.5091","0.5121","0.189","0.0769","0.0338","3289.7","244.2","67.9","25.4","10.7","2.2667","0.433","0.1819","0.047","0.0244","3471.8","250.9","80.7","20.1","9.8","2.8226","1.5095","0.6818","0.4206","0.2669","0.1872","0.1168","0.0665","0.0497","0.0308","0.1216","5898.7","972.8","264","127.2","72.1","43.7","26.1","17.4","12.2","7.4","29.6","7471.3","0","0","0","0","0","147","114","49","31","0","140","96","49","40"
46041,January 19 2026,Odili Chukwuma-Vipers SC-RW,all, , 46041.404884259,46041.697510417,"25283",3.8662,819.851,38,540.3359,2,0,0,278.6243,31.6003,9.175,0.7659,2.3522,0,6.8778,5.5067,"1.1827","1.2836","0.58","0.6847","0.1351","24150","850.5","149.4","115.2","17.8","193","2","0","0","0","0","18","8","5","7","1.4895","0.3701","0.1254","0.0406","0.031","2310","148.9","41.7","12.6","8.6","1.3049","0.3316","0.1285","0.0346","0.0101","22532.4","156.4","52.9","15","4.4","1.5683","0.5883","0.3216","0.2545","0.2957","0.3077","0.1809","0.0874","0.0675","0.0574","0.1368","24482.8","374.3","126.2","73.7","64.8","57.5","33","17","14.4","11.5","27.7","25282.9","0","0","0","0","0","64","59","26","19","0","66","55","25","27"
46046,MD13-Vipers SC-URA FC-Away-League-Win,Odili Chukwuma-Vipers SC-RW,all, game, 46046.802321759,46046.901896991,"8603",10.1265,1004.635,73,1403.7647,36,0,0,607.4598,34.8723,70.6255,5.8406,26.9803,0,7.5512,6.5156,"1.6336","4.9781","2.5101","0.7723","0.2323","4802.1","2967.9","669.2","135","29.1","719","37","1","1","0","0","44","19","7","3","3.8765","0.9283","0.2922","0.1089","0.0647","3080.1","420.9","102.5","31.5","15.8","3.5648","0.8936","0.2878","0.0907","0.019","4355.6","432.2","118.3","37.4","9","2.5399","2.5739","1.8813","1.1292","0.6704","0.4075","0.2612","0.1747","0.1182","0.0775","0.2927","5566.1","1572.1","688.2","323.1","164.6","91.9","59.2","36.2","24.4","17.7","59.8","8603.3","0","0","0","0","0","234","183","83","40","0","256","152","65","49"
46044,January 22 2026,Mark Yallah-Vipers SC-FW,all, , 46044.35978588,46044.671884259,"26965",0.4414,20.583,1,53.3293,0,0,0,24.2417,19.4082,0.9821,0.07,0.2025,18,0,4.5524,"0.1767","0.2118","0.0323","0.0206","0","26794.2","158.6","8.5","3.9","0","1","0","0","0","0","0","0","0","1","0","0.2223","0.0213","0.0017","0","0","277.6","20.4","1.6","0","0","0.1765","0.018","0.0011","0","0.0006","26643.5","19.7","1.9","0","0.5","0.26","0.1176","0.0187","0.0147","0.022","0.0067","0.0009","0","0","0.0003","0.0006","26865.9","82.1","6.8","4","4.5","1.4","0.2","0","0","0.1","0.2","26965.3","0","0","0","0","0","6","0","0","1","0","4","1","0","0"
46043,January 21 2026,Kevin Dasylva-Vipers SC-CB,all, training, 46043.395449074,46043.484482639,"7693",6.4176,394.519,36,891.9207,5,0,0,406.4338,27.7122,50.0525,4.0939,16.3822,0,7.9395,5.8223,"1.5624","3.3412","1.1195","0.3323","0.0622","5195.8","2131.7","298.7","57.9","8.4","209","5","0","0","0","0","28","6","1","1","2.4925","0.6172","0.2112","0.0761","0.0254","3001","309.2","77.2","25.3","7.9","2.2444","0.4787","0.1824","0.0648","0.0247","3858","286.9","84.9","29.8","12.3","2.2979","1.8548","0.8293","0.529","0.3035","0.1861","0.1182","0.0634","0.0606","0.0411","0.1337","5812.7","1179.9","313.1","156.9","80.3","45.2","28.4","17.8","14.5","9.8","33.9","7692.5","0","0","0","0","0","159","114","65","43","0","142","126","54","34"
46041,January 19 2026,Kevin Dasylva-Vipers SC-CB,all, , 46041.403958333,46041.698503472,"25449",4.6763,981.216,46,661.2511,5,0,0,275.2078,30.1842,11.0252,0.9187,2.9058,0,6.563,5.8,"1.243","1.672","0.7801","0.8471","0.1341","23976.8","1110.5","199.7","143.6","18.1","320","5","0","0","0","0","15","19","4","8","1.8191","0.4228","0.149","0.0579","0.0359","2405.4","166.3","47","17.7","10.7","1.6211","0.3461","0.1617","0.053","0.0097","22550.4","157.3","64.6","24.2","5.1","1.7818","0.7165","0.4466","0.3305","0.3902","0.3727","0.2126","0.1281","0.0896","0.0555","0.1521","24444.5","458.1","167.8","93.6","84.8","69.5","40.9","25.6","17.9","12","34","25448.7","0","0","0","0","0","64","53","49","19","0","68","55","35","32"
46045,January 23 2026,Kevin Dasylva-Vipers SC-CB,all, training, 46045.818240741,46045.883074074,"5602",4.4088,49.121,7,605.2625,3,0,0,305.4758,19.3922,47.2201,3.8153,17.4275,0,5.9112,5.4489,"1.0496","2.5658","0.7443","0.0491","0","3818.2","1569.7","204.2","9.4","0","215","3","0","0","0","0","7","0","0","0","1.7342","0.4463","0.1459","0.0422","0.013","2141.3","240.1","67.1","17.6","5","1.5012","0.3671","0.1081","0.0371","0.0137","2786.4","246.4","66.8","22.3","8.5","1.4934","1.4181","0.7543","0.375","0.1729","0.068","0.0364","0.0264","0.0166","0.0101","0.0376","4182.6","888.2","290.3","120.9","54.2","23.2","12.2","8.7","5.3","3.6","12.3","5601.6","0","0","0","0","0","164","117","53","27","0","136","136","45","23"
46046,MD13-Vipers SC-URA FC-Away-League-Win,Kevin Dasylva-Vipers SC-CB,all, game, 46046.802090278,46046.916428241,"9879",12.096,875.599,65,1630.6843,9,0,0,564.3433,30.0482,73.465,5.8404,30.1737,0,8.726,6.5423,"1.7684","6.3931","3.0589","0.7259","0.1497","5138.3","3767.4","827.6","125.7","19.8","218","9","0","0","0","0","42","10","10","3","4.9373","1.0197","0.2656","0.0957","0.0449","3683.6","447.4","96.8","32.4","13.1","4.478","0.8893","0.2745","0.0785","0.0125","5002.2","434.5","123.7","37.8","7.3","2.8215","3.4772","2.504","1.4408","0.6881","0.4147","0.2379","0.156","0.096","0.0747","0.1851","6031.2","2092.7","904.1","411.9","173.6","96.4","53.6","33.9","22.3","17.3","41.8","9878.8","0","0","0","0","0","277","188","88","31","0","260","164","75","46"
46044,January 22 2026,Robin Kane Hney-Vipers SC-LW,all, , 46044.375094907,46044.456918981,"7070",6.2847,616.837,44,826.0641,47,0,0,425.4336,32.5603,53.3353,4.4649,16.7678,0,7.1912,5.6037,"1.4198","3.1193","1.1287","0.4699","0.1469","4638.9","2035.7","294.8","81.3","18.8","766","49","0","0","0","0","27","16","1","0","2.32","0.5184","0.2292","0.1087","0.063","2708.4","228.1","76.4","30.4","15.7","2.2317","0.4946","0.2227","0.0707","0.0256","3645.7","242.9","85.7","27.2","9","2.1947","1.6943","0.6841","0.5228","0.3435","0.2329","0.1342","0.1219","0.0903","0.05","0.216","5297.4","1088.7","259.4","149.4","86.1","55.1","30.7","25.9","19.4","11.5","45.9","7069.6","0","0","0","0","0","136","101","69","36","0","114","84","55","46"
46045,January 23 2026,Ashraf Mandela-Vipers SC-RB,all, training, 46045.871186343,46045.882616898,"988",1.1566,55.391,8,160.0746,8,0,0,83.9062,22.0482,70.2392,6.194,30.5823,0,5.8334,7.1334,"0.1165","0.5799","0.4048","0.0554","0","538.8","331.4","107","10.3","0","183","9","0","0","0","0","7","1","0","0","0.404","0.1478","0.0511","0.0223","0.0067","247.5","62.2","18.3","7.6","2.3","0.3324","0.1252","0.0466","0.0135","0.0069","555.8","62.5","21.8","6.5","3","0.1966","0.2829","0.2652","0.1925","0.0923","0.0424","0.0227","0.0147","0.0124","0.0111","0.0238","604.1","171.6","97.1","55","23.4","12.5","6.6","4","3.4","3","6.8","987.6","0","0","0","0","0","35","39","11","14","0","50","20","20","10"
46043,January 21 2026,Ashraf Mandela-Vipers SC-RB,all, training, 46043.413893519,46043.483546296,"6018",5.9335,277.402,32,760.6712,12,0,0,401.571,24.8962,59.1573,4.8298,18.1007,0,6.3704,8.569,"1.6633","2.5899","1.4029","0.2752","0.0022","3956","1638.4","374.2","49.1","0.3","657","12","0","0","0","0","26","4","2","0","2.332","0.539","0.2085","0.0685","0.0235","2570.2","231.9","71.8","22.7","8","2.0503","0.4573","0.1835","0.0544","0.0165","2759.1","235.9","85.7","24.7","8","2.3322","1.1792","0.9061","0.6292","0.3564","0.1909","0.108","0.0646","0.0477","0.0292","0.0899","4529.8","742.2","328.8","180.5","93.4","50.1","29.6","17.5","13.6","7.9","24.6","6018","0","0","0","0","0","131","114","60","34","0","132","112","58","33"
46045,MD13-BUL FC-SC VILLA-HOME-LEAGUE-WIN,IKARA TOM-BUL FC-GK,all, game, 46045.560706019,46045.767908565,"6525",5.1199,14.758,3,648.6691,19,0,0,272.9545,19.9682,47.0799,1.2478,3.5314,0,8.3867,4.8445,"2.1249","2.5468","0.4334","0.0148","0","15981.3","1797.4","120.7","2.8","0","139","19","0","0","0","0","3","0","0","0","2.3611","0.2465","0.0639","0.031","0.024","2997.3","192.3","33.4","12.3","7.8","2.1042","0.2015","0.0641","0.0192","0.0043","14404.9","201.7","38.6","11.2","2.7","3.0687","1.2447","0.4342","0.2101","0.069","0.0298","0.0187","0.009","0.0088","0.0061","0.0209","16796","821.9","165.9","65.6","21.3","10.4","6.5","3.3","2.9","1.8","6.6","17902.3","0","0","0","0","0","101","43","30","7","0","78","47","21","22"
46045,MD13-BUL FC-SC VILLA-HOME-LEAGUE-WIN,ALEX KITATA-BUL FC-FWD,all, game, 46045.5590625,46045.766420139,"4990",7.657,1010.219,73,1057.6235,14,0,0,346.3564,29.3282,92.0678,2.1667,9.0742,0,7.1799,5.726,"0.9899","3.3751","2.2818","0.867","0.1433","15052.5","2089","603.6","151.4","19.2","297","15","0","0","0","0","43","23","5","2","2.8716","0.6727","0.2656","0.107","0.0592","2005.2","245.7","77.8","29","16.4","2.6678","0.659","0.2332","0.0957","0.0251","15159.2","251.1","82.6","36.6","12.1","1.8388","1.5697","1.3561","0.9995","0.664","0.392","0.2519","0.1366","0.1013","0.0719","0.2754","15774.1","965.1","479.6","273.4","155.2","85.1","51.9","30.1","22.6","15.8","62.8","17915.7","0","0","0","0","0","128","107","60","50","0","148","94","49","48"
