team            , session_title, player_name                   , position             , distance_km, sprint_distance_m, duration_min, distance_in_speed_zone_1_km, distance_in_speed_zone_2_km, distance_in_speed_zone_3_km, distance_in_speed_zone_4_km, distance_in_speed_zone_5_km, top_speed, distance_per_min, position_group
NEC FC          , MD4          , MARVIN KAVUMA                 , Forward              ,      2.9432,           244.546,  99.03333333,                      0.399 ,                      1.5047,                      0.795 ,                      0.1569, 0.0877                     ,   30.8322,      29.71928644, Forward
NEC FC          , MD4          , Muzamiru Mutyaba              , Attacking Midfielders,      9.7574,           391.858,  99.01666667,                      0.947 ,                      4.863 ,                      3.5553,                      0.3853, 0.0065                     ,   25.9682,      98.54300623, Attacking Midfielders
NEC FC          , MD4          , RASHID OKOCHA                 , Wide Defenders       ,      7.8864,           818.297,  76.66666667,                      0.7839,                      3.824 ,                      2.4601,                      0.6999, 0.1184                     ,   30.3362,     102.866087  , Wide Defenders
NEC FC          , MD4          , SHAMIR KIMWERO                , Central Midfielders  ,      6.0235,           372.203,  99.03333333,                      0.4593,                      2.6209,                      2.571 ,                      0.3457, 0.0265                     ,   27.1042,      60.82295523, Central Midfielders
NEC FC          , MD5          , ALLAN MUGALU                  , Attacking Midfielders,      7.6216,           947.55 ,  60.06666667,                      0.4354,                      3.1533,                      3.0853,                      0.8311, 0.1164                     ,   29.8242,     126.8856826 , Attacking Midfielders
NEC FC          , MD5          , ALPHA SSALI                   , Wide Midfielders     ,      3.089 ,           284.841,  88.3       ,                      0.5832,                      1.6371,                      0.5836,                      0.2004, 0.0844                     ,   30.5122,      34.98301246, Wide Midfielders
NEC FC          , MD5          , Cromwel Rwothomio             , Forward              ,      9.4507,           905.87 ,  95.21666667,                      1.0695,                      4.7069,                      2.7686,                      0.7639, 0.142                      ,   30.3842,      99.2546823 , Forward
NEC FC          , MD5          , Dickson Niwamanya             , Forward              ,      4.5702,           682.763,  95.21666667,                      0.4256,                      2.2865,                      1.1753,                      0.5125, 0.1703                     ,   31.9283,      47.99789953, Forward
NEC FC          , MD5          , ENOCK SSEBAGGALA              , Central Midfielders  ,     11.403 ,          1432.396,  89.61666667,                      0.608 ,                      4.8085,                      4.5541,                      1.2849, 0.1475                     ,   29.6002,     127.2419565 , Central Midfielders
NEC FC          , MD5          , Gideon Odongo                 , Wide Defenders       ,     10.5231,           872.432,  95.21666667,                      0.888 ,                      5.2664,                      3.4962,                      0.7876, 0.0849                     ,   29.6002,     110.5174164 , Wide Defenders
NEC FC          , MD5          , Ibrahim Kiyemba               , Wide Defenders       ,     10.3286,          1624.373,  95.21666667,                      1.0465,                      4.6426,                      3.0151,                      1.2313, 0.3931                     ,   31.9683,     108.4747068 , Wide Defenders
NEC FC          , MD5          , Ibrahim Musa                  , Defenders            ,      8.019 ,           630.656,  95.56666667,                      1.0759,                      4.2695,                      2.0429,                      0.5251, 0.1056                     ,   30.5122,      83.91001046, Defenders
NEC FC          , MD5          , Jacob Okao                    , Defenders            ,      9.5974,           831.841,  95.21666667,                      1.0888,                      4.8298,                      2.8469,                      0.7477, 0.0842                     ,   30.5282,     100.795379  , Defenders
NEC FC          , MD5          , JAMES JARIEKO                 , Wide Midfielders     ,      7.5363,          1244.389,  68.38333333,                      0.6765,                      3.1716,                      2.4436,                      0.9536, 0.2908                     ,   30.4882,     110.206678  , Wide Midfielders
NEC FC          , MD5          , Muzamiru Mutyaba              , Attacking Midfielders,      3.8975,           328.038,  95.21666667,                      0.5073,                      1.7237,                      1.3384,                      0.3224, 0.0057                     ,   25.1922,      40.93295992, Attacking Midfielders
NEC FC          , MD5          , PATRICK BAYIGA                , Defenders            ,      9.267 ,           662.708,  95.21666667,                      1.0378,                      5.2043,                      2.3621,                      0.5634, 0.0993                     ,   30.9842,      97.32539821, Defenders
NEC FC          , MD5          , Paul Mucureezi                , Wide Midfielders     ,      6.0716,           651.133,  60.65      ,                      0.6131,                      3.1198,                      1.6876,                      0.5712, 0.0799                     ,   29.5042,     100.1088211 , Wide Midfielders
NEC FC          , MD5          , RASHID OKOCHA                 , Wide Defenders       ,      4.6525,           647.865,  95.21666667,                      0.6291,                      2.047 ,                      1.3285,                      0.4749, 0.173                      ,   34.6883,      48.862244  , Wide Defenders
NEC FC          , MD5          , SHAMIR KIMWERO                , Central Midfielders  ,     11.3697,           909.698,  95.21666667,                      0.7589,                      4.8356,                      4.8654,                      0.8124, 0.0973                     ,   31.2802,     119.408717  , Central Midfielders
NEC FC          , MD6          , ALPHA SSALI                   , Wide Midfielders     ,      5.6121,           789.588, 101.95      ,                      0.3578,                      2.6525,                      1.8123,                      0.5394, 0.2502                     ,   33.0403,      55.04757234, Wide Midfielders
NEC FC          , MD6          , ATENDELE GERIGA               , Wide Defenders       ,      8.7201,           933.482,  96.45      ,                      1.0996,                      4.366 ,                      2.3211,                      0.6613, 0.2722                     ,   31.8403,      90.41057543, Wide Defenders
NEC FC          , MD6          , Cromwel Rwothomio             , Forward              ,      7.1717,           574.877,  82.36666667,                      1.0429,                      3.7262,                      1.8277,                      0.4912, 0.0836                     ,   32.5283,      87.07041684, Forward
NEC FC          , MD6          , Dickson Niwamanya             , Forward              ,      2.0278,           400.855,  96.45      ,                      0.2509,                      1.0025,                      0.3734,                      0.2681, 0.1327                     ,   31.3843,      21.02436496, Forward
NEC FC          , MD6          , ENOCK SSEBAGGALA              , Central Midfielders  ,      8.9849,          1057.287,  82.58333333,                      0.8004,                      3.8979,                      3.2293,                      0.987 , 0.0704                     ,   28.9122,     108.7979818 , Central Midfielders
NEC FC          , MD6          , Gideon Odongo                 , Wide Defenders       ,      9.7518,           852.39 ,  96.45      ,                      0.941 ,                      4.8326,                      3.1258,                      0.7825, 0.0699                     ,   28.7922,     101.1073095 , Wide Defenders
NEC FC          , MD6          , Ibrahim Kiyemba               , Wide Defenders       ,      8.6065,           652.036,  96.45      ,                      1.2329,                      4.4806,                      2.2409,                      0.5798, 0.0723                     ,   27.1682,      89.23276309, Wide Defenders
NEC FC          , MD6          , IBRAHIM THEMBO                , Central Midfielders  ,      3.0266,           270.211,  96.45      ,                      0.4053,                      1.6156,                      0.7355,                      0.2571, 0.0131                     ,   26.4962,      31.37998963, Central Midfielders
NEC FC          , MD6          , Jacob Okao                    , Defenders            ,      8.8124,           744.814,  96.45      ,                      1.1597,                      4.5632,                      2.3448,                      0.6081, 0.1366                     ,   29.6802,      91.36754795, Defenders
NEC FC          , MD6          , JAMES JARIEKO                 , Wide Midfielders     ,      5.3846,           688.082,  96.45      ,                      0.5235,                      2.3307,                      1.8424,                      0.6171, 0.071                      ,   27.3122,      55.8278901 , Wide Midfielders
NEC FC          , MD6          , Muzamiru Mutyaba              , Attacking Midfielders,      6.2331,           350.413,  71.03333333,                      0.7608,                      3.1229,                      1.999 ,                      0.3483, 0.0021                     ,   24.8322,      87.74894416, Attacking Midfielders
NEC FC          , MD6          , RASHID OKOCHA                 , Wide Defenders       ,      8.7723,           883.698,  90.68333333,                      0.9587,                      4.0624,                      2.8675,                      0.6948, 0.1888                     ,   32.6403,      96.73552656, Wide Defenders
NEC FC          , MD6          , SHAMIR KIMWERO                , Central Midfielders  ,     10.1488,           869.521,  96.45      ,                      0.8612,                      4.7545,                      3.6636,                      0.7945, 0.075                      ,   29.9682,     105.2234318 , Central Midfielders
NEC FC          , MD6          , Wahab Gadafi                  , Central Midfielders  ,      2.6187,           168.112,  96.45      ,                      0.4709,                      1.2371,                      0.7426,                      0.1477, 0.0204                     ,   28.2242,      27.15085537, Central Midfielders
NEC FC          , MD7          , ALLAN MUGALU                  , Attacking Midfielders,      6.8741,           616.51 ,  96.01666667,                      0.5697,                      3.125 ,                      2.563 ,                      0.5772, 0.0394                     ,   29.6002,      71.59277903, Attacking Midfielders
NEC FC          , MD7          , ATENDELE GERIGA               , Wide Defenders       ,      9.8538,          1073.808,  96.01666667,                      0.9952,                      4.9205,                      2.8642,                      0.8904, 0.1834                     ,   34.1683,     102.625933  , Wide Defenders
NEC FC          , MD7          , Cromwel Rwothomio             , Forward              ,      6.2383,           428.169,  96.01666667,                      0.8473,                      3.1955,                      1.7672,                      0.4043, 0.0238                     ,   25.9522,      64.97101198, Forward
NEC FC          , MD7          , Dickson Niwamanya             , Forward              ,      4.9961,           301.914,  96.01666667,                      0.8432,                      2.8037,                      1.0474,                      0.2591, 0.0428                     ,   29.8882,      52.03367471, Forward
NEC FC          , MD7          , ENOCK SSEBAGGALA              , Central Midfielders  ,     11.3693,          1107.466,  96.01666667,                      0.752 ,                      5.4049,                      4.105 ,                      1.0305, 0.0769                     ,   29.3122,     118.4096511 , Central Midfielders
NEC FC          , MD7          , Gideon Odongo                 , Wide Defenders       ,      9.8736,           673.866,  96.01666667,                      0.9296,                      5.091 ,                      3.1791,                      0.6425, 0.0314                     ,   27.7282,     102.8321472 , Wide Defenders
NEC FC          , MD7          , Ibrahim Kiyemba               , Wide Defenders       ,      6.9625,           541.269,  96.01666667,                      1.0601,                      3.6495,                      1.7115,                      0.4556, 0.0857                     ,   29.8002,      72.51345253, Wide Defenders
NEC FC          , MD7          , Ibrahim Musa                  , Defenders            ,      7.083 ,           486.517,  97.16666667,                      0.9056,                      3.562 ,                      2.1288,                      0.4083, 0.0783                     ,   29.2642,      72.89536878, Defenders
NEC FC          , MD7          , Jacob Okao                    , Defenders            ,      9.6984,           805.052,  96.01666667,                      1.0903,                      4.933 ,                      2.8702,                      0.7036, 0.1015                     ,   31.4563,     101.007464  , Defenders
NEC FC          , MD7          , JAMES JARIEKO                 , Wide Midfielders     ,      3.436 ,           402.092,  96.01666667,                      0.5989,                      1.5784,                      0.8566,                      0.3036, 0.0985                     ,   29.6802,      35.78545391, Wide Midfielders
NEC FC          , MD7          , MARVIN KAVUMA                 , Forward              ,      2.442 ,           136.321,  96.01666667,                      0.6427,                      1.2957,                      0.3672,                      0.1334, 0.0029                     ,   25.4802,      25.43308453, Forward
NEC FC          , MD7          , Muzamiru Mutyaba              , Attacking Midfielders,      4.7665,           252.189,  96.01666667,                      0.426 ,                      2.5524,                      1.536 ,                      0.2456, 0.0065                     ,   26.4002,      49.64242319, Attacking Midfielders
NEC FC          , MD7          , Paul Mucureezi                , Wide Midfielders     ,      4.1847,           502.307,  96.01666667,                      0.5225,                      2.1924,                      0.9674,                      0.4307, 0.0717                     ,   28.1522,      43.5830585 , Wide Midfielders
NEC FC          , MD7          , RASHID OKOCHA                 , Wide Defenders       ,      9.4402,           844.78 ,  96.01666667,                      1.0884,                      4.613 ,                      2.894 ,                      0.7512, 0.0936                     ,   30.7042,      98.31834751, Wide Defenders
NEC FC          , MD7          , SHAMIR KIMWERO                , Central Midfielders  ,      8.8912,           456.15 ,  96.01666667,                      0.6592,                      4.1605,                      3.6154,                      0.4504, 0.0057                     ,   25.7122,      92.60059018, Central Midfielders
NEC FC          , MD7          , Wahab Gadafi                  , Central Midfielders  ,      2.4273,           165.45 ,  96.01666667,                      0.2533,                      1.2635,                      0.745 ,                      0.1515, 0.0139                     ,   26.8802,      25.27998611, Central Midfielders
NEC FC          , MD8          , ATENDELE GERIGA               , Wide Defenders       ,      9.8889,          1212.712,  98.95      ,                      1.0228,                      4.6002,                      3.0531,                      1.0007, 0.212                      ,   30.7122,      99.9383527 , Wide Defenders
NEC FC          , MD8          , Cromwel Rwothomio             , Forward              ,      5.9115,           608.856,  66.75      ,                      0.6812,                      2.9125,                      1.7089,                      0.4946, 0.1143                     ,   31.5203,      88.56179775, Forward
NEC FC          , MD8          , Dickson Niwamanya             , Forward              ,      3.4627,           341.701,  98.93333333,                      0.4615,                      1.8113,                      0.8482,                      0.3087, 0.033                      ,   26.7202,      35.00033693, Forward
NEC FC          , MD8          , ENOCK SSEBAGGALA              , Central Midfielders  ,     11.601 ,          1348.441,  98.93333333,                      0.9577,                      5.1326,                      4.1622,                      1.2296, 0.1189                     ,   29.0562,     117.2607817 , Central Midfielders
NEC FC          , MD8          , Gideon Odongo                 , Wide Defenders       ,     10.0779,           961.082,  98.95      ,                      0.9322,                      4.9977,                      3.187 ,                      0.8072, 0.154                      ,   32.0483,     101.8484083 , Wide Defenders
NEC FC          , MD8          , Ibrahim Musa                  , Defenders            ,      4.5557,           305.429,  97.43333333,                      0.4707,                      2.2626,                      1.5169,                      0.2752, 0.0302                     ,   27.0882,      46.75709887, Defenders
NEC FC          , MD8          , IBRAHIM THEMBO                , Central Midfielders  ,      7.0207,           586.213,  72.95      ,                      0.6562,                      3.7278,                      2.0505,                      0.5439, 0.0423                     ,   27.5362,      96.23989034, Central Midfielders
NEC FC          , MD8          , Jacob Okao                    , Defenders            ,      9.5952,           803.33 ,  98.95      ,                      1.0923,                      4.6587,                      3.041 ,                      0.7036, 0.0997                     ,   28.0002,      96.97018696, Defenders
NEC FC          , MD8          , JAMES JARIEKO                 , Wide Midfielders     ,     10.0223,          1412.169,  98.93333333,                      1.0251,                      4.5455,                      3.0396,                      1.1833, 0.2289                     ,   31.8883,     101.3035714 , Wide Midfielders
NEC FC          , MD8          , MARVIN KAVUMA                 , Forward              ,      2.1787,           328.723,  98.95      ,                      0.4177,                      0.979 ,                      0.4532,                      0.2079, 0.1209                     ,   32.7763,      22.01819101, Forward
NEC FC          , MD8          , Muzamiru Mutyaba              , Attacking Midfielders,      7.9538,           542.147,  80.73333333,                      0.7254,                      4.0831,                      2.6031,                      0.5365, 0.0056                     ,   24.8962,      98.51940545, Attacking Midfielders
NEC FC          , MD8          , PATRICK BAYIGA                , Defenders            ,      4.6965,           343.105,  78.28333333,                      0.5477,                      2.4952,                      1.3104,                      0.2918, 0.0513                     ,   30.6082,      59.99361294, Defenders
NEC FC          , MD8          , Paul Mucureezi                , Wide Midfielders     ,      8.0696,           806.285,  98.93333333,                      0.7274,                      4.0883,                      2.4475,                      0.7707, 0.0355                     ,   26.5282,      81.56603774, Wide Midfielders
NEC FC          , MD8          , RASHID OKOCHA                 , Wide Defenders       ,      5.4789,           774.151,  98.95      ,                      0.7967,                      2.324 ,                      1.5841,                      0.6593, 0.1148                     ,   31.1282,      55.37038909, Wide Defenders
NEC FC          , MD8          , SHAMIR KIMWERO                , Central Midfielders  ,      3.5747,           264.435,  98.95      ,                      0.3268,                      1.4478,                      1.5357,                      0.2644, 0                          ,   22.9602,      36.12632643, Central Midfielders
NEC FC          , MD8          , Wahab Gadafi                  , Central Midfielders  ,      2.2116,           161.519,  98.95      ,                      0.2692,                      0.9159,                      0.865 ,                      0.1558, 0.0057                     ,   25.3762,      22.35068216, Central Midfielders
NEC FC          , MD9          , ALLAN MUGALU                  , Attacking Midfielders,      5.8415,           666.713,  89.93333333,                      0.6234,                      2.2103,                      2.3411,                      0.661 , 0.0057                     ,   24.8962,      64.95366938, Attacking Midfielders
NEC FC          , MD9          , ATENDELE GERIGA               , Wide Defenders       ,      8.8775,          1010.378,  89.93333333,                      0.9701,                      4.457 ,                      2.44  ,                      0.8253, 0.1851                     ,   31.6163,      98.7120089 , Wide Defenders
NEC FC          , MD9          , EMMANUEL AJO                  , Forward              ,      3.2194,           512.921,  89.93333333,                      0.3913,                      1.3445,                      0.9707,                      0.4732, 0.0397                     ,   27.7602,      35.79762787, Forward
NEC FC          , MD9          , ENOCK SSEBAGGALA              , Central Midfielders  ,     10.4385,          1103.026,  89.93333333,                      0.7308,                      4.9241,                      3.6804,                      0.9956, 0.1074                     ,   29.4322,     116.0693106 , Central Midfielders
NEC FC          , MD9          , Gideon Odongo                 , Wide Defenders       ,      9.3563,           850.055,  89.93333333,                      0.8959,                      4.6573,                      2.9531,                      0.7395, 0.1105                     ,   29.6082,     104.0359526 , Wide Defenders
NEC FC          , MD9          , Ibrahim Kiyemba               , Wide Defenders       ,      2.4273,           200.292,  89.93333333,                      0.5006,                      1.2197,                      0.5067,                      0.1465, 0.0538                     ,   31.3203,      26.98999259, Wide Defenders
NEC FC          , MD9          , IBRAHIM THEMBO                , Central Midfielders  ,      9.6052,           838.162,  89.93333333,                      0.8538,                      4.5548,                      3.3584,                      0.7571, 0.0811                     ,   30.5842,     106.8035582 , Central Midfielders
NEC FC          , MD9          , Jacob Okao                    , Defenders            ,      8.2358,           686.669,  89.93333333,                      1.165 ,                      4.2524,                      2.1317,                      0.6309, 0.0558                     ,   26.5762,      91.5767235 , Defenders
NEC FC          , MD9          , JAMES JARIEKO                 , Wide Midfielders     ,      8.7645,          1484.885,  89.93333333,                      0.7561,                      3.8905,                      2.633 ,                      1.1664, 0.3185                     ,   30.9122,      97.45552261, Wide Midfielders
NEC FC          , MD9          , MARVIN KAVUMA                 , Forward              ,      7.4621,          1238.687,  89.93333333,                      0.6604,                      3.3286,                      2.2343,                      0.9394, 0.2992                     ,   33.5683,      82.97368421, Forward
NEC FC          , MD9          , PATRICK BAYIGA                , Defenders            ,      5.8766,           585.738,  89.93333333,                      0.9297,                      3.1164,                      1.2449,                      0.455 , 0.1307                     ,   30.2882,      65.34395849, Defenders
NEC FC          , MD9          , Paul Mucureezi                , Wide Midfielders     ,      9.2745,           912.886,  89.93333333,                      0.8371,                      4.5392,                      2.9853,                      0.7816, 0.1312                     ,   29.9042,     103.1263899 , Wide Midfielders
Police FC       , MD1          , BRYAN JAMES OBEDI             , Wide Midfielders     ,      9.3207,           917.869, 105.55      ,                      0.9109,                      4.9143,                      2.5775,                      0.7005, 0.2173                     ,   31.1282,      88.30601611, Wide Midfielders
Police FC       , MD1          , BUKENYA ALLAN                 , Defenders            ,     10.0615,           609.26 , 105.55      ,                      1.0419,                      5.1182,                      3.2921,                      0.556 , 0.0532                     ,   27.1042,      95.32449076, Defenders
Police FC       , MD1          , DANIEL OTTO                   , Central Midfielders  ,     10.4985,           872.602, 105.55      ,                      1.0535,                      5.3586,                      3.2138,                      0.8094, 0.0633                     ,   27.5842,      99.46470867, Central Midfielders
Police FC       , MD1          , ELAGU GABRIEL                 , Wide Defenders       ,     10.457 ,          1251.999, 105.55      ,                      1.0389,                      5.0521,                      3.1141,                      1.0294, 0.2226                     ,   29.1042,      99.07153008, Wide Defenders
Police FC       , MD1          , EMANUEL MUGUME                , Forward              ,      5.4529,           614.784, 105.55      ,                      0.5799,                      2.3633,                      1.8948,                      0.5997, 0.0151                     ,   26.3842,      51.66177167, Forward
Police FC       , MD1          , FAROUK KATONGOLE              , Defenders            ,      8.831 ,           312.303, 105.55      ,                      1.2266,                      4.7705,                      2.5216,                      0.2576, 0.0548                     ,   28.8722,      83.66650876, Defenders
Police FC       , MD1          , GADDAFI KACANCU               , Attacking Midfielders,      7.8762,           802.363, 105.55      ,                      0.7759,                      3.8659,                      2.432 ,                      0.7345, 0.0678                     ,   28.9282,      74.62055898, Attacking Midfielders
Police FC       , MD1          , IGUMA DENNIS                  , Defenders            ,      9.166 ,           485.49 , 105.55      ,                      1.3315,                      4.8021,                      2.5469,                      0.4722, 0.0133                     ,   27.1762,      86.84036002, Defenders
Police FC       , MD1          , RYAN KIZITO FIGO              , Attacking Midfielders,     10.6478,           788.162, 105.55      ,                      0.9541,                      5.8351,                      3.0705,                      0.7437, 0.0444                     ,   30.9762,     100.8792042 , Attacking Midfielders
Police FC       , MD10         , BUKENYA ALLAN                 , Defenders            ,      9.6235,           562.523, 100.1666667 ,                      0.7576,                      4.8044,                      3.4989,                      0.5161, 0.0465                     ,   27.8882,      96.07487521, Defenders
Police FC       , MD10         , DENNIS KALANZI                , Forward              ,      7.1644,           894.17 ,  67.88333333,                      0.6475,                      3.3769,                      2.2458,                      0.7704, 0.1238                     ,   32.0003,     105.5398969 , Forward
Police FC       , MD10         , ELAGU GABRIEL                 , Wide Defenders       ,     10.1686,          1131.353, 100.1666667 ,                      0.6896,                      4.6273,                      3.7203,                      0.8929, 0.2385                     ,   31.8403,     101.5168053 , Wide Defenders
Police FC       , MD10         , FAROUK KATONGOLE              , Defenders            ,      8.0273,           299.936, 100.1666667 ,                      0.9687,                      4.3463,                      2.4123,                      0.2912, 0.0087                     ,   26.8642,      80.13943428, Defenders
Police FC       , MD10         , GADDAFI KACANCU               , Attacking Midfielders,      9.1939,           791.087,  85.3       ,                      0.6869,                      4.4096,                      3.3063,                      0.7838, 0.0073                     ,   26.5442,     107.7831184 , Attacking Midfielders
Police FC       , MD10         , ISAAC OGWANGA                 , Forward              ,      8.433 ,           858.047, 100.1666667 ,                      0.9725,                      4.4113,                      2.1912,                      0.7344, 0.1236                     ,   30.8482,      84.18968386, Forward
Police FC       , MD10         , OGWETI GERALD                 , Forward              ,      2.6874,           214.488, 100.1666667 ,                      0.535 ,                      1.3635,                      0.5744,                      0.1693, 0.0452                     ,   29.7922,      26.82928453, Forward
Police FC       , MD10         , REAGAN MATEGE                 , Defenders            ,      9.162 ,           590.99 , 100.1666667 ,                      0.944 ,                      5.1001,                      2.5269,                      0.5075, 0.0834                     ,   31.6003,      91.46755408, Defenders
Police FC       , MD10         , RYAN KIZITO FIGO              , Attacking Midfielders,      9.79  ,           706.85 , 100.1666667 ,                      0.717 ,                      4.6889,                      3.6773,                      0.6558, 0.0511                     ,   29.0082,      97.73710483, Attacking Midfielders
Police FC       , MD10         , STEVEN KABUYE                 , Attacking Midfielders,      7.6006,           556.655,  67.56666667,                      0.4341,                      3.8006,                      2.8093,                      0.5544, 0.0022                     ,   24.6962,     112.4903799 , Attacking Midfielders
Police FC       , MD11         , BRYAN JAMES OBEDI             , Wide Midfielders     ,      6.5559,           790.001,  63.1       ,                      0.5419,                      3.3202,                      1.9038,                      0.6869, 0.1031                     ,   30.1602,     103.8969889 , Wide Midfielders
Police FC       , MD11         , BUKENYA ALLAN                 , Defenders            ,     10.2918,           889.452,  98.51666667,                      0.8994,                      4.7256,                      3.7775,                      0.8195, 0.07                       ,   30.3682,     104.4676028 , Defenders
Police FC       , MD11         , DANIEL OTTO                   , Central Midfielders  ,      8.4528,           553.594,  98.51666667,                      0.9358,                      4.1173,                      2.8459,                      0.5413, 0.0122                     ,   25.5202,      85.80071054, Central Midfielders
Police FC       , MD11         , ELAGU GABRIEL                 , Wide Defenders       ,      4.2758,           601.354,  98.51666667,                      0.5089,                      1.9898,                      1.1757,                      0.4922, 0.1091                     ,   29.0082,      43.40179327, Wide Defenders
Police FC       , MD11         , EMANUEL MUGUME                , Forward              ,      8.2637,           867.074,  75         ,                      0.6978,                      3.4089,                      3.2898,                      0.78  , 0.0871                     ,   28.4642,     110.1826667 , Forward
Police FC       , MD11         , FAROUK KATONGOLE              , Defenders            ,      7.7327,           406.995,  98.51666667,                      1.1291,                      4.246 ,                      1.9506,                      0.3786, 0.0284                     ,   28.6962,      78.49128743, Defenders
Police FC       , MD11         , ISAAC OGWANGA                 , Forward              ,      8.8816,          1130.287,  98.51666667,                      0.9824,                      4.7914,                      1.9775,                      0.8594, 0.2708                     ,   33.1763,      90.15327356, Forward
Police FC       , MD11         , MATHIAS MUWANGA               , Central Midfielders  ,      4.372 ,            47.3  ,  98.51666667,                      2.0555,                      1.9495,                      0.3198,                      0.0466, 7.00E-04                   ,   24.5202,      44.37827779, Central Midfielders
Police FC       , MD11         , RAMSAY JJEMBA                 , Central Midfielders  ,      2.2334,           200.687,  98.51666667,                      0.192 ,                      0.9737,                      0.867 ,                      0.1734, 0.0273                     ,   27.7122,      22.67027576, Central Midfielders
Police FC       , MD11         , REAGAN MATEGE                 , Defenders            ,      8.7872,           483.132,  98.51666667,                      1.0739,                      5.0177,                      2.2125,                      0.4269, 0.0562                     ,   28.7682,      89.19506006, Defenders
Police FC       , MD11         , SSEGOMBA ABRAHIM              , Attacking Midfielders,      7.1642,           776.679,  62         ,                      0.5789,                      3.1347,                      2.6738,                      0.7322, 0.0445                     ,   27.4322,     115.5516129 , Attacking Midfielders
Police FC       , MD11         , TONNY KIWALAZI                , Wide Defenders       ,      8.0173,           632.404,  82.58333333,                      0.8846,                      3.907 ,                      2.5933,                      0.5955, 0.0369                     ,   27.4562,      97.08133199, Wide Defenders
Police FC       , MD12         , BRYAN JAMES OBEDI             , Wide Midfielders     ,     10.0711,          1144.606,  93.73333333,                      0.7056,                      5.0961,                      3.1249,                      0.9314, 0.2132                     ,   32.7683,     107.4441679 , Wide Midfielders
Police FC       , MD12         , BUKENYA ALLAN                 , Defenders            ,     11.3842,          1792.549, 101.7       ,                      0.8375,                      4.9528,                      3.8014,                      1.5475, 0.2451                     ,   29.7362,     111.9390364 , Defenders
Police FC       , MD12         , DANIEL OTTO                   , Central Midfielders  ,     11.6228,          1277.765, 101.7       ,                      0.8607,                      5.15  ,                      4.3344,                      1.1941, 0.0836                     ,   29.4162,     114.2851524 , Central Midfielders
Police FC       , MD12         , ELAGU GABRIEL                 , Wide Defenders       ,     12.4983,          2159.436, 101.7       ,                      0.6703,                      4.9385,                      4.73  ,                      1.8107, 0.3488                     ,   30.1762,     122.8938053 , Wide Defenders
Police FC       , MD12         , EMANUEL MUGUME                , Forward              ,      6.4622,           901.048, 101.7       ,                      0.5176,                      2.2405,                      2.803 ,                      0.8531, 0.048                      ,   29.0402,      63.54178958, Forward
Police FC       , MD12         , FAROUK KATONGOLE              , Defenders            ,      9.5191,           698.536, 101.7       ,                      1.0562,                      4.8023,                      2.962 ,                      0.6014, 0.097                      ,   29.8562,      93.59980334, Defenders
Police FC       , MD12         , ISAAC OGWANGA                 , Forward              ,      6.6784,           838.365,  73.06666667,                      0.6953,                      3.6339,                      1.5108,                      0.6342, 0.2041                     ,   34.2723,      91.40145985, Forward
Police FC       , MD12         , MATHIAS MUWANGA               , Central Midfielders  ,      5.856 ,            64.804, 101.7       ,                      1.8754,                      3.4039,                      0.5119,                      0.0634, 0.0014                     ,   24.8322,      57.58112094, Central Midfielders
Police FC       , MD12         , RYAN KIZITO FIGO              , Attacking Midfielders,     11.3338,          1249.073, 101.7       ,                      0.8152,                      5.567 ,                      3.7025,                      1.0474, 0.2016                     ,   30.3602,     111.4434612 , Attacking Midfielders
Police FC       , MD12         , TONNY KIWALAZI                , Wide Defenders       ,      7.879 ,           761.095,  72.61666667,                      0.6516,                      3.8317,                      2.6347,                      0.7021, 0.059                      ,   27.5682,     108.5012623 , Wide Defenders
Police FC       , MD13         , BUKENYA ALLAN                 , Defenders            ,     10.2744,           970.644, 102.1333333 ,                      0.9501,                      4.8111,                      3.5427,                      0.9039, 0.0667                     ,   29.0882,     100.5979112 , Defenders
Police FC       , MD13         , DANIEL OTTO                   , Central Midfielders  ,      7.9284,           729.812,  71.78333333,                      0.5874,                      3.5998,                      3.0113,                      0.7126, 0.0172                     ,   25.6802,     110.4490365 , Central Midfielders
Police FC       , MD13         , EMANUEL MUGUME                , Forward              ,      8.5807,           789.846,  78.3       ,                      0.6744,                      3.6563,                      3.4601,                      0.7805, 0.0094                     ,   26.0882,     109.587484  , Forward
Police FC       , MD13         , FAROUK KATONGOLE              , Defenders            ,      9.2202,           650.098, 102.1333333 ,                      1.0918,                      4.8823,                      2.596 ,                      0.5937, 0.0564                     ,   27.7602,      90.27610966, Defenders
Police FC       , MD13         , ISAAC OGWANGA                 , Forward              ,      8.9659,           902.716, 102.1333333 ,                      1.0248,                      5.0313,                      2.0071,                      0.7183, 0.1844                     ,   32.0723,      87.78622715, Forward
Police FC       , MD13         , OGWETI GERALD                 , Forward              ,      3.7407,           298.292, 102.1333333 ,                      0.3927,                      1.958 ,                      1.0917,                      0.2794, 0.0189                     ,   26.7282,      36.62565274, Forward
Police FC       , MD13         , REAGAN MALE                   , Forward              ,     10.7873,           780.195, 102.1333333 ,                      0.8602,                      5.4036,                      3.7433,                      0.7162, 0.064                      ,   28.6482,     105.6197781 , Forward
Police FC       , MD13         , TONNY KIWALAZI                , Wide Defenders       ,      7.5513,           590.347,  71.73333333,                      0.7019,                      3.5047,                      2.7545,                      0.5624, 0.028                      ,   29.6002,     105.269052  , Wide Defenders
