p_name,club_for,club_against,player_club_,match_day,general_position,player_position,result,location,duration,distance_km,sprint_distance_m,power_plays,energy_kcal,impacts,player_load,power_score_wkg,work_ratio,top_speed_kmh,max_acceleration_mss,max_deceleration_mss,distance_per_min_mmin,accelerations_zone_count:_1__2_mss,accelerations_zone_count:_2__3_mss,accelerations_zone_count:_3__4_mss,accelerations_zone_count:_>_4_mss,deceleration_zone_count:_1__2_mss,deceleration_zone_count:_2__3_mss,deceleration_zone_count:_3__4_mss,deceleration_zone_count:_>_4_mss,distance_in_acceleration_zones:_0__1_mss_km,distance_in_acceleration_zones:_1__2_mss_km,distance_in_acceleration_zones:_2__3_mss_km,distance_in_acceleration_zones:_3__4_mss_km,distance_in_acceleration_zones:_>_4_mss_km,distance_in_deceleration_zones:_0__1_mss_km,distance_in_deceleration_zones:_1__2_mss_km,distance_in_deceleration_zones:_2__3_mss_km,distance_in_deceleration_zones:_3__4_mss_km,distance_in_deceleration_zones:_>_4_mss_km,distance_in_power_zone:_0__5_wkg_km,distance_in_power_zone:_10__15_wkg_km,distance_in_power_zone:_15__20_wkg_km,distance_in_power_zone:_20__25_wkg_km,distance_in_power_zone:_25__30_wkg_km,distance_in_power_zone:_30__35_wkg_km,distance_in_power_zone:_35__40_wkg_km,distance_in_power_zone:_40__45_wkg_km,distance_in_power_zone:_45__50_wkg_km,distance_in_power_zone:_5__10_wkg_km,distance_in_power_zone:_>_50_wkg_km,distance_in_speed_zone_1_km,distance_in_speed_zone_2_km,distance_in_speed_zone_3_km,distance_in_speed_zone_4_km,distance_in_speed_zone_5_km,impact_zones:_3__5_g_impacts,impact_zones:_5__10_g_impacts,power_play_duration_zones:_2.5__5_s_power_plays,power_play_duration_zones:_5__7.5_s_power_plays,power_play_duration_zones:_7.5__10_s_power_plays,power_play_duration_zones:_>_10_s_power_plays,time_in_acceleration_zones:_0__1_mss_secs,time_in_acceleration_zones:_1__2_mss_secs,time_in_acceleration_zones:_2__3_mss_secs,time_in_acceleration_zones:_3__4_mss_secs,time_in_acceleration_zones:_>_4_mss_secs,time_in_deceleration_zones:_0__1_mss_secs,time_in_deceleration_zones:_1__2_mss_secs,time_in_deceleration_zones:_2__3_mss_secs,time_in_deceleration_zones:_3__4_mss_secs,time_in_deceleration_zones:_>_4_mss_secs,time_in_hr_load_zone_0%__60%_max_hrsecs,time_in_power_zone:_0__5_wkg_secs,time_in_power_zone:_10__15_wkg_secs,time_in_power_zone:_15__20_wkg_secs,time_in_power_zone:_20__25_wkg_secs,time_in_power_zone:_25__30_wkg_secs,time_in_power_zone:_30__35_wkg_secs,time_in_power_zone:_35__40_wkg_secs,time_in_power_zone:_40__45_wkg_secs,time_in_power_zone:_45__50_wkg_secs,time_in_power_zone:_5__10_wkg_secs,time_in_power_zone:_>_50_wkg_secs,time_in_speed_zone_1_secs,time_in_speed_zone_2_secs,time_in_speed_zone_3_secs,time_in_speed_zone_4_secs,time_in_speed_zone_5_secs
Rebecca Nakasato,Makerere University Wfc,Fc Tooro Queens,Makerere University Wfc,Wmd2,Forwards,Fw,Win,Away,106.18333333333334,3.0908,185.848,18.0,350.9232,1.0,152.3209,4.394100000000001,22.8118,25.4882,4.5111,5.2035,29.108146287866898,68.0,53.0,13.0,5.0,77.0,20.0,15.0,16.0,1.1913999999999998,0.22519999999999998,0.0567,0.0086,0.0024,1.2951,0.2257,0.0499,0.0217,0.014,0.6866,0.564,0.4741,0.2393,0.1031,0.055,0.0344,0.0198,0.01,0.8893000000000001,0.0153,0.4299,1.5728000000000002,0.9023,0.1773,0.0086,50.0,1.0,9.0,6.0,3.0,0.0,4937.799999999999,114.0,28.2,5.3,1.2,1155.2,107.3,18.3,8.2,4.6,6379.9,5378.3,205.1,129.5,59.5,24.6,12.8,8.1,4.5,2.6,550.9000000000001,4.2,5163.2,946.3,238.0,31.4,1.2
Rebecca Nakasato,Makerere University Wfc,Kampala Queens Fc,Makerere University Wfc,Wmd3,Forwards,Fw,Draw,Home,101.68333333333334,2.8750999999999998,118.254,14.0,332.6669,3.0,152.66760000000002,4.5615,21.9957,23.1842,5.3823,6.493,28.27503687920013,58.0,43.0,27.0,5.0,68.0,39.0,16.0,19.0,1.0939,0.2361,0.0574,0.0154,0.0021,1.1393,0.2025,0.0818,0.0274,0.019,0.7649,0.5609999999999999,0.44070000000000004,0.1923,0.0975,0.0444,0.0329,0.0203,0.0113,0.6922,0.0178,0.5283,1.3124,0.9161,0.1183,0.0,60.0,3.0,10.0,2.0,1.0,1.0,4623.0,118.0,28.7,8.5,1.6,1186.5,100.2,30.4,9.7,5.4,6111.9,5252.9,199.3,121.5,50.2,24.1,12.5,8.5,5.3,3.2,429.7,4.8,5053.4,792.5,244.9,21.2,0.0
Rebecca Nakasato,Makerere University Wfc,Kawempe Muslim Lfc,Makerere University Wfc,Wmd12,Forwards,Fw,Draw,Home,99.15,3.2244,101.867,12.0,360.6067,3.0,166.61169999999998,4.6846000000000005,23.0954,23.8082,5.1512,5.8134,32.52042360060514,90.0,51.0,22.0,6.0,61.0,50.0,21.0,14.0,1.2624,0.2221,0.0468,0.0136,0.0016,1.3719000000000001,0.2037,0.0659,0.0289,0.0075,0.9831,0.6331,0.36,0.1595,0.0787,0.0433,0.0272,0.0102,0.0075,0.9108,0.0108,0.6565,1.7274,0.7387,0.1019,0.0,53.0,3.0,9.0,2.0,1.0,0.0,4222.5,125.4,25.6,7.4,0.9,1431.3,104.2,28.2,9.6,2.5,5957.4,4981.3,233.4,105.2,41.7,20.0,11.0,6.5,3.0,2.3,549.8,3.4,4704.0,1035.6,199.8,18.2,0.0
Rebecca Nakasato,Makerere University Wfc,Lady Doves Fc,Makerere University Wfc,Wmd20,Forwards,Fw,Draw,Home,105.86666666666667,3.2350999999999996,115.048,10.0,362.10249999999996,2.0,176.3447,4.4375,22.7964,24.5602,4.5511,4.7839,30.55824937027707,64.0,41.0,31.0,5.0,73.0,43.0,23.0,11.0,1.2731999999999999,0.2046,0.062,0.0148,0.0012,1.3523,0.2207,0.0719,0.0281,0.0063,0.9850000000000001,0.5306,0.2887,0.1593,0.0762,0.0412,0.0248,0.0176,0.0104,1.0916000000000001,0.0097,0.6198,1.8942999999999999,0.6058,0.1143,0.0007,103.0,2.0,7.0,2.0,1.0,0.0,4570.7,119.3,30.9,9.5,0.8,1481.4,107.0,30.6,10.4,2.4,6362.799999999999,5324.799999999999,196.9,85.2,43.3,19.9,11.4,6.3,5.3,2.8,664.5,2.6,5013.6,1163.5,165.5,20.3,0.1
Rebecca Nakasato,Makerere University Wfc,Olila Hs Wfc,Makerere University Wfc,Wmd10,Forwards,Fw,Draw,Home,100.75,7.3513,349.817,38.0,826.8808,3.0,330.1396,11.221900000000002,55.4813,26.4802,5.1435,7.3156,72.96575682382134,162.0,106.0,41.0,14.0,160.0,76.0,41.0,36.0,2.9046000000000003,0.5012,0.118,0.031799999999999995,0.0043,3.0818000000000003,0.4755,0.1451,0.0536,0.0354,2.0166,1.3226,0.7735000000000001,0.4019,0.2153,0.12769999999999998,0.0805,0.0437,0.0234,2.3101,0.036000000000000004,1.1579000000000002,4.1719,1.6718000000000002,0.3368,0.0131,138.0,3.0,28.0,6.0,3.0,1.0,2805.5,248.0,57.1,15.5,3.0,2627.2,214.39999999999998,54.5,18.4,11.0,6054.5,3680.0,480.1,222.10000000000002,100.6,52.8,30.4,19.200000000000003,11.3,6.3,1441.2,10.600000000000001,2950.1000000000004,2591.1000000000004,451.4,60.2,1.8
Rebecca Nakasato,Makerere University Wfc,Rines Ss Wfc,Makerere University Wfc,Wmd18,Forwards,Fw,Win,Home,86.91666666666666,7.9967,688.575,51.0,897.5043000000001,5.0,347.4575,14.009799999999998,69.3038,24.7602,5.5516,7.0667,92.00421860019176,150.0,97.0,35.0,7.0,152.0,78.0,42.0,17.0,3.2949,0.5537,0.1144,0.0211,0.0021,3.2538,0.5009,0.1749,0.0667,0.0143,1.8761,1.5756000000000001,0.9621,0.5968,0.4174,0.2108,0.1095,0.060200000000000004,0.015200000000000002,2.1536,0.0193,0.9608,4.2116999999999996,2.1356,0.685,0.0035,156.0,6.0,26.0,15.0,7.0,3.0,2320.4,244.8,54.2,13.2,1.6,2295.1000000000004,218.3,60.0,20.6,4.2,5232.2,2744.3,561.3,267.2,143.3,90.1,46.2,25.299999999999997,13.6,4.0,1331.5,5.6,1964.5,2577.6,570.1,119.7,0.5
Rebecca Nakasato,Makerere University Wfc,Rines Ss Wfc,Makerere University Wfc,Wmd7,Forwards,Fw,Loss,Away,98.25,4.1168000000000005,250.239,20.0,466.807,4.0,191.6122,6.0818,29.9515,26.6082,4.7778,6.9482,41.90127226463105,101.0,45.0,17.0,6.0,86.0,39.0,21.0,21.0,1.6564999999999999,0.3215,0.0587,0.0125,0.0018,1.6511,0.27749999999999997,0.0775,0.0354,0.0241,1.0361,0.7422,0.5942,0.3189,0.1458,0.0814,0.0466,0.0274,0.0174,1.0834000000000001,0.0233,0.6509,2.0547,1.1609,0.2207,0.0296,83.0,4.0,8.0,10.0,1.0,1.0,4013.8,153.79999999999998,27.0,7.1,1.3,1527.7,126.39999999999999,29.0,11.3,6.8,5904.0,4643.1,270.2,164.1,78.9,34.6,17.9,10.7,6.2,3.8,669.2,5.5,4316.2,1239.1,305.3,39.5,4.1
Rebecca Nakasato,Makerere University Wfc,She Corporates Fc,Makerere University Wfc,Wmd16,Forwards,Fw,Win,Home,110.93333333333334,4.0467,181.916,15.0,451.8248,2.0,197.9172,5.6972000000000005,24.5484,26.2642,5.0045,6.1023,36.47866586538461,76.0,44.0,24.0,8.0,64.0,45.0,25.0,12.0,1.6202,0.2524,0.06520000000000001,0.0171,0.0029,1.6934,0.26970000000000005,0.0828,0.0347,0.0085,1.448,0.6705,0.42369999999999997,0.2173,0.0978,0.0799,0.0438,0.0292,0.0155,1.0027,0.0184,0.9494,1.9779,0.9374,0.1682,0.0137,73.0,2.0,8.0,6.0,1.0,0.0,4422.2,129.3,31.1,10.2,1.9,1919.1,126.19999999999999,30.4,11.3,2.7,6684.200000000001,5572.6,239.10000000000002,118.8,56.1,25.4,17.8,11.1,7.4,3.8,627.1,5.2,5145.4,1254.5,253.0,29.6,1.9
Rebecca Nakasato,Makerere University Wfc,She Maroons Fc,Makerere University Wfc,Wmd1,Forwards,Fw,Draw,Home,105.35,2.8039,272.898,18.0,315.4128,1.0,155.9764,4.035,15.3912,26.7042,4.12,5.76,26.615092548647368,42.0,38.0,19.0,2.0,40.0,24.0,17.0,14.0,1.0926,0.1898,0.056100000000000004,0.0109,0.0009,1.1906,0.1555,0.0566,0.038400000000000004,0.0126,1.107,0.324,0.2397,0.1961,0.1476,0.0656,0.0418,0.0258,0.0087,0.6268,0.0208,0.7896,1.2196,0.5219,0.256,0.0169,57.0,1.0,8.0,9.0,0.0,1.0,4476.6,105.5,26.0,5.699999999999999,0.7,1596.8,84.0,21.5,11.0,3.4,6331.1,5634.200000000001,119.10000000000001,67.6,45.9,32.4,14.2,9.5,5.6,2.1,395.59999999999997,5.0,5362.9,784.8000000000001,136.4,44.8,2.3
Rebecca Nakasato,Makerere University Wfc,Uganda Martyrs Lubaga Wfc,Makerere University Wfc,Wmd11,Forwards,Fw,Win,Away,102.21666666666667,7.312200000000001,409.605,31.0,816.8713,5.0,332.7543,10.8566,55.7619,25.2642,5.4178,7.5927,71.53627914560575,165.0,98.0,26.0,16.0,128.0,85.0,44.0,27.0,2.9329,0.4816,0.10750000000000001,0.0229,0.0055,3.1057,0.4077,0.1582,0.0694,0.0206,1.9235000000000002,1.4928,0.7053,0.394,0.2419,0.12140000000000001,0.07550000000000001,0.0375,0.023600000000000003,2.2591,0.0375,1.1515,4.1851,1.5659999999999998,0.401,0.0086,128.0,5.0,15.0,10.0,4.0,2.0,2978.7,238.60000000000002,52.3,12.100000000000001,3.5999999999999996,2621.3,191.5,59.1,23.200000000000003,6.5,6186.7,3832.8,541.2,209.2,98.2,55.3,27.900000000000002,18.1,8.8,5.699999999999999,1379.7,10.0,3178.1,2509.2,428.1,70.30000000000001,1.2
Rebecca Nakasato,Makerere University Wfc,Wakiso Hill Wfc,Makerere University Wfc,Wmd17,Forwards,Fw,Win,Away,109.16666666666666,2.8265000000000002,113.523,11.0,315.2869,3.0,159.2971,4.1665,19.2068,23.2722,4.72,4.6845,25.89160305343512,50.0,38.0,18.0,4.0,53.0,40.0,19.0,5.0,1.1083,0.188,0.048,0.0088,0.0016,1.1975,0.1799,0.0717,0.02,0.0028,0.9373,0.5075,0.2822,0.1491,0.0721,0.0433,0.0353,0.022,0.0111,0.7614,0.0052,0.6300000000000001,1.4649,0.6182,0.1135,0.0,67.0,3.0,6.0,1.0,2.0,2.0,4883.299999999999,101.3,23.3,5.4,1.0,1434.0,87.39999999999999,26.6,7.0,0.8,6569.9,5755.0,184.9,79.2,38.1,17.6,11.3,8.6,5.6,3.0,465.09999999999997,1.7,5493.6,891.3000000000001,165.0,20.2,0.0
Rebecca Nakasato,Makerere University Wfc,Wakiso Hill Wfc,Makerere University Wfc,Wmd6,Forwards,Fw,Win,Home,104.6,2.4063999999999997,173.785,16.0,270.5195,0.0,121.3829,3.4499,17.1805,25.4802,4.5334,4.7334,23.005736137667302,60.0,37.0,11.0,4.0,48.0,23.0,14.0,5.0,0.9474,0.1779,0.0315,0.0088,0.001,1.0081,0.1469,0.0572,0.0234,0.0041,0.6774,0.3856,0.235,0.1588,0.0922,0.0443,0.032,0.0173,0.0069,0.7423000000000001,0.0146,0.44530000000000003,1.2809000000000001,0.5066,0.1717,0.0021,28.0,0.0,8.0,7.0,0.0,1.0,5026.9,90.60000000000001,17.700000000000003,4.3,0.6,1066.6,72.10000000000001,19.3,7.4,1.2,6306.5,5560.4,143.5,67.2,38.5,20.2,10.0,7.5,4.0,1.5,450.20000000000005,3.7,5364.2,777.3,134.4,30.5,0.3
Rebecca Nakato,Kawempe Muslim Lfc,Kampala Queens Fc,Kawempe Muslim Lfc,Wmd9,Forwards,Fw,Loss,Home,91.26666666666667,4.6791,387.866,39.0,507.0943,0.0,220.6368,8.2632,40.4531,25.1922,5.6223,6.1334,51.268444119795475,123.0,74.0,39.0,15.0,109.0,83.0,37.0,20.0,1.7945,0.41,0.1121,0.027,0.0055,1.678,0.40850000000000003,0.1631,0.0612,0.0192,0.9756,0.9339,0.676,0.4213,0.2398,0.138,0.078,0.0352,0.0216,1.1282999999999999,0.0313,0.5570999999999999,2.2905,1.4437,0.3843,0.0035,142.0,0.0,23.0,13.0,3.0,0.0,3807.6000000000004,177.5,51.599999999999994,14.6,3.7,1167.2,174.89999999999998,56.5,19.4,5.7,5478.5,4027.2999999999997,337.2,190.5,101.89999999999999,56.0,33.0,18.5,9.4,6.0,689.5,9.4,3673.3999999999996,1354.1,381.7,69.0,0.5
Resy Kobusobozi,Lady Doves Fc,Amus College Wfc,Lady Doves Fc,Wmd14,Midfielders,Am,Draw,Home,91.71666666666667,9.0701,918.183,80.0,772.3416,8.0,443.8569,15.976299999999998,79.2535,28.6962,5.495,7.649,98.89260403416318,206.0,125.0,62.0,33.0,169.0,129.0,76.0,51.0,3.5551,0.7315,0.2113,0.0528,0.0127,3.3830999999999998,0.6777,0.278,0.11,0.0577,1.8073000000000001,1.6901,1.2673999999999999,0.7425999999999999,0.44,0.2814,0.1805,0.1003,0.06520000000000001,2.38,0.1154,0.9778,4.5225,2.6517,0.8122,0.106,391.0,8.0,40.0,26.0,8.0,6.0,2383.5,305.2,90.5,26.2,6.5,2268.2,277.29999999999995,92.8,36.3,15.7,5502.0,2645.7,613.8,345.2,177.5,97.1,61.5,39.3,22.700000000000003,14.7,1456.0,28.700000000000003,1942.6,2708.6,694.5,142.3,14.200000000000001
Resy Kobusobozi,Lady Doves Fc,Fc Tooro Queens,Lady Doves Fc,Wmd15,Midfielders,Am,Loss,Away,92.03333333333333,8.2231,620.715,57.0,702.8777,25.0,443.68899999999996,14.3475,69.2349,28.6082,7.0869,7.7651,89.34914885910902,153.0,138.0,74.0,32.0,154.0,113.0,67.0,56.0,3.1229,0.6541,0.2204,0.0562,0.0132,3.1568,0.597,0.22710000000000002,0.1123,0.063,1.7861,1.7894999999999999,1.0872000000000002,0.5840000000000001,0.33409999999999995,0.2116,0.1246,0.0873,0.0564,2.0449,0.1174,0.9579,4.1661,2.4783999999999997,0.5531999999999999,0.0676,449.0,25.0,35.0,15.0,5.0,2.0,2462.9,285.70000000000005,93.1,28.4,6.5,2284.0,249.79999999999998,79.0,34.2,18.0,5541.4,2976.8,632.5,305.5,146.9,79.9,49.3,29.4,20.3,13.5,1258.4,29.1,2273.7,2497.0,664.5999999999999,97.2,9.1
Resy Kobusobozi,Lady Doves Fc,Kampala Queens Fc,Lady Doves Fc,Wmd18,Midfielders,Am,Loss,Away,98.23333333333333,9.54,824.2460000000001,69.0,825.435,7.0,500.3437,15.988699999999998,81.1537,28.3442,6.2045,8.1156,97.11571089243299,280.0,169.0,74.0,37.0,220.0,165.0,76.0,70.0,3.5797,0.8248,0.23660000000000003,0.0764,0.0142,3.4984,0.8451,0.2899,0.1135,0.0614,1.6909999999999998,2.1836,1.4249,0.8697999999999999,0.4389,0.2192,0.1324,0.0905,0.0557,2.2942,0.1401,1.0083,4.6106,3.0968,0.7793,0.044899999999999995,341.0,7.0,35.0,27.0,2.0,5.0,2576.8,361.20000000000005,102.19999999999999,36.0,8.5,2313.3999999999996,343.9,105.0,37.099999999999994,18.9,5902.9,2864.7,783.9,401.6,206.4,100.6,52.0,32.5,22.4,14.0,1388.6,36.3,2292.8,2641.6000000000004,823.7,138.8,6.1000000000000005
Resy Kobusobozi,Lady Doves Fc,Kampala Queens Fc,Lady Doves Fc,Wmd7,Midfielders,Am,Loss,Home,92.91666666666666,8.4558,836.7819999999999,72.0,732.8405,19.0,440.6542,13.5014,67.66890000000001,28.2482,6.998,6.3734,91.00412556053811,196.0,138.0,56.0,38.0,166.0,126.0,68.0,59.0,3.1964,0.7613,0.20550000000000002,0.0524,0.0165,3.0798,0.7041,0.2599,0.1187,0.061,1.4541,1.8584,1.385,0.7229000000000001,0.4395,0.25939999999999996,0.1477,0.09609999999999999,0.0624,1.9036,0.1265,0.8472,3.8477,2.9241,0.7437,0.093,444.0,19.0,46.0,19.0,5.0,2.0,3297.1,313.4,85.4,27.1,8.6,2031.8,282.8,92.0,36.6,17.5,6192.3,3553.8999999999996,655.9,381.9,177.10000000000002,99.8,56.3,32.8,22.6,15.4,1165.2,31.4,3043.7,2227.2,778.4,130.4,12.6
Resy Kobusobozi,Lady Doves Fc,Kawempe Muslim Lfc,Lady Doves Fc,Wmd17,Midfielders,Am,Win,Home,101.86666666666667,10.5545,735.745,60.0,884.8061,15.0,527.0988,16.3615,88.4215,30.4082,5.3253,7.9186,103.61092931937172,231.0,160.0,78.0,26.0,208.0,148.0,85.0,51.0,4.2191,0.77,0.22089999999999999,0.0582,0.011,4.1017,0.7425999999999999,0.26370000000000005,0.1134,0.0539,1.6916,2.5896999999999997,1.6671,0.8157,0.4077,0.2081,0.1261,0.0852,0.0518,2.8018,0.1096,0.8641,5.3332999999999995,3.6212999999999997,0.7087,0.027,388.0,15.0,30.0,21.0,6.0,3.0,2767.7,331.1,96.3,28.2,5.5,2471.4,301.1,94.7,38.400000000000006,15.399999999999999,6149.8,2630.8,908.4,461.1,201.0,96.0,48.7,29.3,21.0,13.0,1712.1999999999998,28.299999999999997,1932.3,3111.1,977.4,125.5,3.5
Resy Kobusobozi,Lady Doves Fc,Rines Ss Wfc,Lady Doves Fc,Wmd11,Midfielders,Am,Win,Home,103.86666666666667,10.3658,1008.517,69.0,870.0951,21.0,518.6786,15.9851,80.25989999999999,26.6562,5.1823,6.7038,99.79910141206673,223.0,149.0,72.0,21.0,179.0,148.0,77.0,56.0,4.2306,0.8029999999999999,0.21,0.0535,0.0089,3.8112,0.7852,0.2879,0.1227,0.052599999999999994,1.9373999999999998,2.0346,1.5073,0.9153,0.5353,0.2848,0.1488,0.0812,0.0566,2.7625,0.10200000000000001,0.9360999999999999,5.2197,3.2015000000000002,0.9725999999999999,0.035800000000000005,460.0,21.0,31.0,25.0,8.0,5.0,2852.0,344.4,90.30000000000001,28.4,5.300000000000001,2426.3,329.5,102.9,39.0,15.4,6233.3,2877.7,720.5999999999999,415.4,218.4,118.69999999999999,62.2,34.5,19.6,13.0,1727.6999999999998,25.700000000000003,2033.6,3176.2,848.8,170.0,4.9
Resy Kobusobozi,Lady Doves Fc,Rines Ss Wfc,Lady Doves Fc,Wmd22,Midfielders,Am,Win,Away,99.38333333333333,8.930900000000001,721.3710000000001,74.0,769.6107999999999,11.0,480.35630000000003,14.6541,73.3589,28.7842,5.2134,7.6075,89.86315612946505,200.0,167.0,73.0,31.0,199.0,125.0,81.0,53.0,3.3135000000000003,0.7401,0.2505,0.0566,0.014199999999999999,3.4034,0.7091000000000001,0.26849999999999996,0.1259,0.049100000000000005,1.7623,1.9165,1.2984,0.7271000000000001,0.3804,0.22039999999999998,0.1245,0.0865,0.0703,2.2096,0.1348,0.9543999999999999,4.5212,2.7339,0.6659999999999999,0.0553,432.0,12.0,45.0,22.0,6.0,1.0,2720.8,320.9,106.9,27.4,7.8,2351.8999999999996,294.9,93.4,39.2,15.1,5978.3,3186.4,690.3,363.3,179.5,90.69999999999999,50.7,31.4,20.7,16.799999999999997,1315.6,32.9,2502.8,2624.0,725.2,118.9,7.3999999999999995
Resy Kobusobozi,Lady Doves Fc,She Corporates Fc,Lady Doves Fc,Wmd12,Midfielders,Am,Loss,Away,107.93333333333334,10.302700000000002,758.0840000000001,78.0,870.9302,19.0,529.1323,15.360600000000002,80.4633,26.5922,5.1371,7.6445,95.45429277331687,240.0,170.0,76.0,29.0,212.0,154.0,74.0,67.0,3.9332,0.8482000000000001,0.2296,0.056400000000000006,0.010499999999999999,4.010400000000001,0.7694000000000001,0.2758,0.1041,0.06520000000000001,1.8087,2.3552999999999997,1.6036000000000001,0.9478,0.45,0.2201,0.1154,0.0883,0.054,2.5638,0.0954,1.03,5.0398,3.4748,0.745,0.013,421.0,19.0,43.0,26.0,6.0,3.0,2886.8999999999996,358.4,99.6,28.7,5.9,2648.1000000000004,306.4,97.9,33.9,20.1,6485.8,3179.8,832.5,443.29999999999995,229.5,106.0,54.5,29.1,23.8,13.0,1548.3,26.1,2526.2,2900.1,922.6,135.2,1.8
Resy Kobusobozi,Lady Doves Fc,Uganda Martyrs Lubaga Wfc,Lady Doves Fc,Wmd19,Midfielders,Am,Win,Home,89.1,9.1081,932.433,69.0,771.4644000000001,11.0,454.69190000000003,16.3167,84.7884,29.2882,5.2519,7.4964,102.2233445566779,196.0,145.0,49.0,25.0,176.0,111.0,65.0,56.0,3.6246,0.7157,0.2081,0.0455,0.012,3.4524999999999997,0.6264,0.2361,0.1121,0.07519999999999999,1.6251,2.0561,1.2513999999999998,0.8210999999999999,0.4358,0.21589999999999998,0.12140000000000001,0.07970000000000001,0.08460000000000001,2.2778,0.1391,0.8662000000000001,4.5702,2.7393,0.8761,0.0564,358.0,11.0,35.0,21.0,6.0,7.0,2410.2,292.8,82.5,20.6,5.1,2182.9,248.39999999999998,78.5,35.599999999999994,21.3,5377.799999999999,2501.8999999999996,738.9,346.6,191.3,95.6,47.9,27.0,19.0,17.6,1359.9,32.2,1856.7,2632.5,725.8,155.4,7.5
Resy Kobusobozi,Lady Doves Fc,Uganda Martyrs Lubaga Wfc,Lady Doves Fc,Wmd8,Midfielders,Am,Loss,Away,99.51666666666667,9.2863,783.95,68.0,799.7816,19.0,497.1475,15.317499999999999,75.53890000000001,27.9762,5.6334,8.7378,93.31401775247028,262.0,166.0,73.0,23.0,218.0,141.0,77.0,65.0,3.4337,0.8605,0.2368,0.0591,0.0087,3.431,0.7787,0.3064,0.1121,0.0594,1.8096,1.9213,1.3423,0.7875000000000001,0.3911,0.25980000000000003,0.1318,0.10389999999999999,0.0649,2.3447,0.12940000000000002,1.0184,4.5974,2.8865,0.7130000000000001,0.0709,435.0,19.0,39.0,19.0,5.0,5.0,2591.2,374.20000000000005,102.30000000000001,30.299999999999997,4.8,2379.1,327.29999999999995,109.5,36.1,17.3,5972.0,3014.1,689.4,375.4,191.2,93.4,59.7,32.4,24.700000000000003,15.7,1445.8000000000002,30.299999999999997,2347.3,2723.3999999999996,765.8,126.0,9.600000000000001
Resy Kobusobozi,Lady Doves Fc,Wakiso Hill Wfc,Lady Doves Fc,Wmd13,Midfielders,Am,Win,Home,102.46666666666667,10.4941,1119.784,86.0,882.0656,14.0,516.0091,16.3124,82.83170000000001,28.4002,5.7223,6.8267,102.41476903057905,208.0,145.0,72.0,22.0,174.0,139.0,85.0,54.0,4.2448999999999995,0.7832,0.20829999999999999,0.0595,0.0109,3.9794,0.7579,0.2661,0.1247,0.0591,1.8967,2.1523,1.5316,1.0429,0.5314000000000001,0.2767,0.14550000000000002,0.0924,0.058899999999999994,2.648,0.1177,0.998,5.1561,3.2203,1.0535999999999999,0.06620000000000001,370.0,14.0,42.0,27.0,10.0,7.0,2708.8,336.5,92.8,29.4,6.1,2510.3999999999996,319.9,94.5,39.900000000000006,17.6,6155.7,2821.5,769.3,416.4,241.2,116.80000000000001,61.7,33.2,21.6,14.1,1631.7,28.4,2064.0,3051.2,843.4000000000001,188.3,9.0
Rita Mushimire,Kawempe Muslim Lfc,Amus College Wfc,Kawempe Muslim Lfc,Wmd5,Defenders,Cb,Draw,Away,97.85,6.721,417.05899999999997,32.0,686.4372,2.0,291.6984,10.1624,39.981899999999996,26.1442,5.7408,6.3645,68.68676545733265,141.0,67.0,31.0,8.0,122.0,64.0,25.0,13.0,2.7397,0.36650000000000005,0.0967,0.017599999999999998,0.0028,2.9871,0.35219999999999996,0.1056,0.0402,0.0128,2.9241,0.8556,0.3796,0.2469,0.196,0.1197,0.0912,0.046700000000000005,0.0329,1.8009,0.027200000000000002,1.6873,3.8175999999999997,0.7990999999999999,0.3897,0.0273,123.0,2.0,20.0,11.0,0.0,1.0,2770.8,172.5,45.599999999999994,9.7,2.3,2678.8999999999996,161.2,38.3,11.8,3.5,5894.4,4192.3,325.3,114.1,60.4,42.099999999999994,26.4,19.5,10.899999999999999,7.6,1088.8,7.199999999999999,3118.1,2491.7,213.7,67.3,3.8
Rita Mushimire,Kawempe Muslim Lfc,Kampala Queens Fc,Kawempe Muslim Lfc,Wmd20,Defenders,Cb,Win,Away,96.93333333333334,7.4198,310.703,33.0,774.808,4.0,358.4291,11.6463,54.390699999999995,24.4162,5.126,6.0489,76.54539202200826,185.0,107.0,33.0,18.0,171.0,86.0,41.0,14.0,2.9655,0.4678,0.11249999999999999,0.0242,0.0065,3.1616,0.4669,0.1537,0.043300000000000005,0.0179,2.5494,1.1943000000000001,0.5587,0.3196,0.1631,0.1028,0.061700000000000005,0.0523,0.0303,2.3437,0.0439,1.428,4.529999999999999,1.1512,0.31,0.0007,156.0,4.0,25.0,8.0,0.0,0.0,2624.1000000000004,232.2,51.8,13.0,3.3,2598.9,217.6,56.0,14.6,5.1,5816.4,3603.7,454.6,164.0,79.7,38.5,25.9,14.6,12.799999999999999,7.300000000000001,1403.1,12.4,2642.3,2811.0,308.0,55.2,0.1
